title,price,location,link
Type 45/84 di GAHARU PARAHYANGAN RESIDENCE,Rp 607 Juta,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/gaharu-parahyangan-residence/type-4584/hos1100204/
Rumah LB 100 SHM 5 Menit ke Mitra Keluarga Jatiasih Siap KPR J-39525,Rp 1.28 M,Bekasi Jati Asih,https://www.rumah123.com/properti/bekasi-jati-asih/rumah-lb-100-shm-5-menit-ke-mitra-keluarga-jatiasih-siap-kpr-j39525-hos40752318/
Rumah Siap Huni 10 menit ke Trans Studio Mall Cibubur Dibantu KPR J38784,Rp 1.11 M,Jakarta Timur Cibubur,https://www.rumah123.com/properti/jakarta-timur-cibubur/rumah-siap-huni-10-menit-ke-trans-studio-mall-cibubur-dibantu-kpr-j38784-hos40429337/
Rumah Siap Huni 10 Menit ke Rs Sari Asih Cipondoh Hadap Timur J39281,Rp 1.33 M,Jakarta Barat Green Lake City,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/rumah-siap-huni-10-menit-ke-rs-sari-asih-cipondoh-hadap-timur-j39281-hos40795603/
Rumah Strategis 7 Menit ke Pintu Tol Lenteng Agung 3 Bebas Banjir J38850,Rp 2.55 M,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-strategis-7-menit-ke-pintu-tol-lenteng-agung-3-bebas-banjir-j38850-hos40453382/
Rumah SHM 15 Mnt ke Mandaya Royal Hospital Puri Dibantu KPR J-32463,Rp 1.05 M,Jakarta Barat Green Lake City,https://www.rumah123.com/properti/jakarta-barat-green-lake-city/rumah-shm-15-mnt-ke-mandaya-royal-hospital-puri-dibantu-kpr-j32463-hos40173016/
Rumah Idaman Luas 5 Menit ke Gerbang Tol Jelupang Dibantu KPR J36129,Rp 2.44 M,Tangerang Bsd City,https://www.rumah123.com/properti/tangerang-bsd-city/rumah-idaman-luas-5-menit-ke-gerbang-tol-jelupang-dibantu-kpr-j36129-hos39955954/
Rumah Asri 10 Menit ke Gerbang Tol Jatikarya 2 LT 150 Hadap Utara J35009,Rp 1.4 M,Jakarta Timur Cibubur,https://www.rumah123.com/properti/jakarta-timur-cibubur/rumah-asri-10-menit-ke-gerbang-tol-jatikarya-2-lt-150-hadap-utara-j35009-hos40195003/
Rumah 1 Lt Siap Huni Akses Dekat Gerbang Tol Sentul 2 Dibantu KPR J38351,Rp 450 Juta,Bogor Sentul,https://www.rumah123.com/properti/bogor-sentul/rumah-1-lt-siap-huni-akses-dekat-gerbang-tol-sentul-2-dibantu-kpr-j38351-hos40791977/
Rumah Murah 1 Lt Dekat Sentul 15 Menit ke Rs dan Terminal bisa KPR J39242,Rp 380 Juta,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-murah-1-lt-dekat-sentul-15-menit-ke-rs-dan-terminal-bisa-kpr-j39242-hos40795578/
Blok A di Omaya Hills,Rp 350 Juta,Gunung Kidul,https://www.rumah123.com/perumahan-baru/properti/gunung-kidul/omaya-hills/blok-a/hos0100187/
Blok B di Omaya Hills,Rp 395 Juta,Gunung Kidul,https://www.rumah123.com/perumahan-baru/properti/gunung-kidul/omaya-hills/blok-b/hos1100188/
Rumah Strategis 15 Menit ke RS Mustika Medika 2 KT Hadap Utara J37293,Rp 550 Juta,Bekasi Bekasi,https://www.rumah123.com/properti/bekasi-bekasi/rumah-strategis-15-menit-ke-rs-mustika-medika-2-kt-hadap-utara-j37293-hos40196927/
Unit L di SM Residence Asri 1,Rp 485 Juta,Sleman,https://www.rumah123.com/perumahan-baru/properti/sleman/sm-residence-asri-1/unit-l/hos2100163/
Unit M di SM Residence Asri 1,Rp 485 Juta,Sleman,https://www.rumah123.com/perumahan-baru/properti/sleman/sm-residence-asri-1/unit-m/hos3100164/
Unit N di SM Residence Asri 1,Rp 485 Juta,Sleman,https://www.rumah123.com/perumahan-baru/properti/sleman/sm-residence-asri-1/unit-n/hos4100165/
Unit O di SM Residence Asri 1,Rp 485 Juta,Sleman,https://www.rumah123.com/perumahan-baru/properti/sleman/sm-residence-asri-1/unit-o/hos5100166/
Unit P di SM Residence Asri 1,Rp 485 Juta,Sleman,https://www.rumah123.com/perumahan-baru/properti/sleman/sm-residence-asri-1/unit-p/hos6100167/
Unit J di SM Residence Asri 1,Rp 485 Juta,Sleman,https://www.rumah123.com/perumahan-baru/properti/sleman/sm-residence-asri-1/unit-j/hos1100161/
Unit K di SM Residence Asri 1,Rp 485 Juta,Sleman,https://www.rumah123.com/perumahan-baru/properti/sleman/sm-residence-asri-1/unit-k/hos2100162/
Rumah 3 Kamar 8 Menit ke Rs Sari Asih Ciputat LT 90 Hadap Utara J38818,Rp 1.28 M,Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-3-kamar-8-menit-ke-rs-sari-asih-ciputat-lt-90-hadap-utara-j38818-hos40453385/
Rumah 2 KT Siap Huni 15 Menit ke RS Mitra Keluarga Cibubur Bisa KPR J33782,Rp 550 Juta,Jakarta Timur Cibubur,https://www.rumah123.com/properti/jakarta-timur-cibubur/rumah-2-kt-siap-huni-15-menit-ke-rs-mitra-keluarga-cibubur-bisa-kpr-j33782-hos39791084/
Rumah 5 Kamar Tidur SHM Siap KPR 7 Menit ke Rumah Sakit Sari Asih Ciputat J25962,Rp 1.18 M,Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-5-kamar-tidur-shm-siap-kpr-7-menit-ke-rumah-sakit-sari-asih-ciputat-j25962-hos39296150/
Rumah Siap Huni 10 Menit ke Rs Permata Depok 4 Kt Dibantu KPR J39326,Rp 3.1 M,Depok Beji,https://www.rumah123.com/properti/depok-beji/rumah-siap-huni-10-menit-ke-rs-permata-depok-4-kt-dibantu-kpr-j39326-hos40795620/
Rumah 3 Lantai Terawat Dekat Stasiun Jurang Mangu Siap Huni J38894,Rp 2.44 M,Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-3-lantai-terawat-dekat-stasiun-jurang-mangu-siap-huni-j38894-hos40613988/
Takeover Credit Rumah Baru Siap Huni di Bojong Sari Depok,Rp 60 Juta,Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/takeover-credit-rumah-second-like-new-di-perumahan-sawangan-depok-hos39951055/
Compact House di Numa Housing,Rp 916 Juta,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/numa-housing/compact-house/hos0100129/
Standard House di Numa Housing,Rp 1.11 M,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/numa-housing/standard-house/hos1100130/
Superior House di Numa Housing,Rp 1.24 M,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/numa-housing/superior-house/hos2100131/
Deluxe House di Numa Housing,Rp 1.3 M,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/numa-housing/deluxe-house/hos3100132/
Rumah SHM Idaman 15 Menit ke Gerbang Toll Limo 2 Sudah Renov J27167,Rp 590 Juta,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-shm-idaman-15-menit-ke-gerbang-toll-limo-2-sudah-renov-j27167-hos40394029/
Rumah 10 Menit ke Gerbang Tol Serpong 2 Hadap Selatan Siap KPR J-36916,Rp 1.77 M,Tangerang Selatan Serpong,https://www.rumah123.com/properti/tangerang-selatan-serpong/rumah-10-menit-ke-gerbang-tol-serpong-2-hadap-selatan-siap-kpr-j36916-hos39868621/
"Rumah 2 Lantai Baru Dekat Sekolah & RS, Free Biaya Biaya",Rp 1.6 M,Bogor Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-2-lantai-baru-dekat-sekolah-rs-free-biaya-biaya-hos39977542/
Violet Classic 1 Lt di Verona Hills,Rp 762 Juta,Cirebon,https://www.rumah123.com/perumahan-baru/properti/cirebon/verona-hills/violet-classic-1-lt/hos0100173/
Violet Classic 2 Lt di Verona Hills,Rp 968 Juta,Cirebon,https://www.rumah123.com/perumahan-baru/properti/cirebon/verona-hills/violet-classic-2-lt/hos1100174/
Violet Scandinavian 2Lt di Verona Hills,Rp 968 Juta,Cirebon,https://www.rumah123.com/perumahan-baru/properti/cirebon/verona-hills/violet-scandinavian-2lt/hos2100175/
Monza 62/112 di Verona Hills,Rp 981 Juta,Cirebon,https://www.rumah123.com/perumahan-baru/properti/cirebon/verona-hills/monza-62112/hos0100177/
Rumah Cicilan Ringan 15 Menit ke Unpam Viktor Dibantu KPR J-31037,Rp 390 Juta,Tangerang Selatan Pamulang,https://www.rumah123.com/properti/tangerang-selatan-pamulang/rumah-cicilan-ringan-15-menit-ke-unpam-viktor-dibantu-kpr-j31037-hos40173595/
Rumah Cicilan Murah dekat Mall Grand Cakung Siap Huni Dibantu KPR J32898,Rp 390 Juta,Jakarta Timur Cakung,https://www.rumah123.com/properti/jakarta-timur-cakung/rumah-cicilan-murah-dekat-mall-grand-cakung-siap-huni-dibantu-kpr-j32898-hos39351185/
Rumah LT 120 Hadap Selatan 15 menit ke RS Permata Depok Siap KPR J-38243,Rp 500 Juta,Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-lt-120-hadap-selatan-15-menit-ke-rs-permata-depok-siap-kpr-j38243-hos40405758/
Rumah Cluster Sedayu City Gading Grande Orchard Nias Janur Kuning Cantik,Rp 2.2 M,Jakarta Utara Kelapa Gading,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/rumah-cluster-sedayu-city-gading-grande-orchard-nias-janur-kuning-cantik-hos40898028/
Rumah Danau Sunter Selatan Danau Sunter Barat Dsu Sunter Komersil Usaha,Rp 60 M,Jakarta Utara Sunter,https://www.rumah123.com/properti/jakarta-utara-sunter/rumah-danau-sunter-selatan-danau-sunter-barat-dsu-sunter-komersil-usaha-hos40898119/
"Turun Harga! Gading Kusuma 3 Lantai Minimalis Modern, High Ceiling, Siap Huni",Rp 4.29 M,Jakarta Utara Kelapa Gading,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/gading-kusuma-3-lantai-minimalis-modern-high-ceiling-siap-huni-hos40212528/
Jual Murah Rumah Bagus 2 Lantai di Sunter,Rp 5.6 M,Jakarta Utara Sunter,https://www.rumah123.com/properti/jakarta-utara-sunter/jual-murah-rumah-bagus-2-lantai-di-sunter-hos40726864/
New Sakura di Bogor Village,Rp 1.07 M,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/bogor-village/new-sakura/hos1100156/
Sakura Signature di Bogor Village,Rp 1.29 M,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/bogor-village/sakura-signature/hos0100155/
Sakura Rooftop di Bogor Village,Rp 1.37 M,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/bogor-village/sakura-rooftop/hos2100157/
Sakura Masterpiece di Bogor Village,Rp 1.37 M,Bogor,https://www.rumah123.com/perumahan-baru/properti/bogor/bogor-village/sakura-masterpiece/hos3100158/
Rumah LB 130 Hadap Selatan 6 Menit ke Summarecon Mall Serpong J-34179,Rp 2.12 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-lb-130-hadap-selatan-6-menit-ke-summarecon-mall-serpong-j34179-hos39955131/
Rumah LT 162 Siap Huni 15 Menit ke Stasiun Rawa Buntu Bisa KPR J36129,Rp 2.44 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-lt-162-siap-huni-15-menit-ke-stasiun-rawa-buntu-bisa-kpr-j36129-hos39955895/
Rumah Terawat SHM 15 Menit ke Stasiun Bekasi LT 60 Bebas Banjir J35780,Rp 500 Juta,Bekasi Bekasi Utara,https://www.rumah123.com/properti/bekasi-bekasi-utara/rumah-terawat-shm-15-menit-ke-stasiun-bekasi-lt-60-bebas-banjir-j35780-hos39791040/
Dinamika Land Cimalaka di Dinamika Land Cimalaka,Rp 166 Juta,Sumedang,https://www.rumah123.com/perumahan-baru/properti/sumedang/dinamika-land-cimalaka/dinamika-land-cimalaka/hos0100142/
Rumah Cantik SHM 10 Menit ke Gerbang Tol Serpong 2 Dibantu KPR J39398,Rp 1.94 M,Tangerang Selatan Serpong,https://www.rumah123.com/properti/tangerang-selatan-serpong/rumah-cantik-shm-10-menit-ke-gerbang-tol-serpong-2-dibantu-kpr-j39398-hos40795640/
Rumah 2 Lantai Minimalis 10 Menit ke Rs Medika Bsd Hadap Timur J34886,Rp 1.44 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-2-lantai-minimalis-10-menit-ke-rs-medika-bsd-hadap-timur-j34886-hos40791949/
Rumah LT 135 Terawat 10 menit ke Gerbang Tol Karawaci 2 Dibantu KPR J36891,Rp 940 Juta,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-lt-135-terawat-10-menit-ke-gerbang-tol-karawaci-2-dibantu-kpr-j36891-hos39956070/
Termurah! Semi Furnished! Rumah Dijual Di Gading Serpong Siap Huni Dekat Mall Sms,Rp 2.5 M,Tangerang Gading Serpong Cluster Bohemia,https://www.rumah123.com/properti/tangerang-gading-serpong-cluster-bohemia/rumah-dijual-di-cluster-bohemia-gading-serpong-semi-furnish-siap-huni-dekat-mall-sms-hos39949838/
Rumah 4 KT Siap Huni 8 menit ke Stasiun Rawa Buntu Hadap Timur J36908,Rp 1.55 M,Tangerang Selatan Serpong,https://www.rumah123.com/properti/tangerang-selatan-serpong/rumah-4-kt-siap-huni-8-menit-ke-stasiun-rawa-buntu-hadap-timur-j36908-hos39956071/
Rumah Cantik 15 menit ke RS. Taman Harapan Baru Siap KPR J32247,Rp 870 Juta,Bekasi Harapan Indah,https://www.rumah123.com/properti/bekasi-harapan-indah/rumah-cantik-15-menit-ke-rs-taman-harapan-baru-siap-kpr-j32247-hos39294817/
Tipe 47/60 di GREEN MUTIARA RESIDENCE,Rp 525 Juta,Garut,https://www.rumah123.com/perumahan-baru/properti/garut/green-mutiara-residence/tipe-4760/hos0100140/
Tipe 70/72 di GREEN MUTIARA RESIDENCE,Rp 899 Juta,Garut,https://www.rumah123.com/perumahan-baru/properti/garut/green-mutiara-residence/tipe-7072/hos1100141/
Rumah Siap Huni 9 Menit ke RS Kartika Husada 2 Lt Bebas Banjir J38759,Rp 450 Juta,Bekasi Bekasi Utara,https://www.rumah123.com/properti/bekasi-bekasi-utara/rumah-siap-huni-9-menit-ke-rs-kartika-husada-2-lt-bebas-banjir-j38759-hos40610163/
Rumah Siap Huni 15 Menit ke Stasiun Serpong 2 KT Bebas Banjir J38720,Rp 610 Juta,Tangerang Selatan Serpong,https://www.rumah123.com/properti/tangerang-selatan-serpong/rumah-siap-huni-15-menit-ke-stasiun-serpong-2-kt-bebas-banjir-j38720-hos40610147/
Rumah Hadap Timur 15 Menit ke Stasiun Cisauk Dibantu KPR J-38022,Rp 640 Juta,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-hadap-timur-15-menit-ke-stasiun-cisauk-dibantu-kpr-j38022-hos40347423/
Tipe 7x11 di Solo Urbana City,Rp 882 Juta,Solo,https://www.rumah123.com/perumahan-baru/properti/solo/solo-urbana-city/tipe-7x11/hos0100117/
Tipe 8x11 di Solo Urbana City,Rp 1 M,Solo,https://www.rumah123.com/perumahan-baru/properti/solo/solo-urbana-city/tipe-8x11/hos1100118/
Tipe Deluxe 9x12 di Solo Urbana City,Rp 1.61 M,Solo,https://www.rumah123.com/perumahan-baru/properti/solo/solo-urbana-city/tipe-deluxe-9x12/hos0100119/
Tipe Premium 12x12 di Solo Urbana City,Rp 2.15 M,Solo,https://www.rumah123.com/perumahan-baru/properti/solo/solo-urbana-city/tipe-premium-12x12/hos1100122/
Termurah! Rumah Di Latigo Village 8x12 Gading Serpong Semi Furnish Dijual,Rp 2.2 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/termurah-rumah-di-latigo-village-8x12-gading-serpong-semi-furnish-dijual-hos40443014/
Rumah Lebar Termurah Ukuran 8X16m2 di Gading Serpong Dekat Mall dan Universitas!,Rp 2.25 M,Tangerang Gading Serpong Scientia Garden,https://www.rumah123.com/properti/tangerang-gading-serpong-scientia-garden/rumah-lebar-termurah-ukuran-8x16m2-di-gading-serpong-dekat-mall-dan-universitas-hos40793003/
Rumah LB 110 Siap KPR 15 Menit ke Mitra Keluarga Jatiasih J-39550,Rp 1.11 M,Bekasi Jati Asih,https://www.rumah123.com/properti/bekasi-jati-asih/rumah-lb-110-siap-kpr-15-menit-ke-mitra-keluarga-jatiasih-j39550-hos40752316/
Maldives di Living Asia by Meka Asia,Rp 850 Juta,Lombok Barat,https://www.rumah123.com/perumahan-baru/properti/lombok-barat/living-asia-by-meka-asia/maldives/hos0100066/
Jaipur di Living Asia by Meka Asia,Rp 1.3 M,Lombok Barat,https://www.rumah123.com/perumahan-baru/properti/lombok-barat/living-asia-by-meka-asia/jaipur/hos0100067/
Boulevard di Living Asia by Meka Asia,Rp 1.7 M,Lombok Barat,https://www.rumah123.com/perumahan-baru/properti/lombok-barat/living-asia-by-meka-asia/boulevard/hos0100068/
Raja Ampat di Living Asia by Meka Asia,Rp 2.3 M,Lombok Barat,https://www.rumah123.com/perumahan-baru/properti/lombok-barat/living-asia-by-meka-asia/raja-ampat/hos0100069/
Rumah Termurah di Gading Serpong Pondok Hijau Golf 10X18 M2 Unfurnished,Rp 3.4 M,Tangerang Gading Serpong Pondok Hijau Golf,https://www.rumah123.com/properti/tangerang-gading-serpong-pondok-hijau-golf/rumah-termurah-di-gading-serpong-pondok-hijau-golf-10x18-m2-unfurnished-hos40441521/
Rumah Siap Huni 15 Menit ke Stasiun Cibinong 3 Kt Bebas Banjir J39783,Rp 1.17 M,Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-siap-huni-15-menit-ke-stasiun-cibinong-3-kt-bebas-banjir-j39783-hos40795925/
Dijual rumah bagus 2 lantai & 3 kamar tidur modern fasilitas lengkap,Rp 1.6 M,Bogor Gunung Putri,https://www.rumah123.com/properti/bogor-gunung-putri/dijual-rumah-bagus-2-lantai-3-kamar-tidur-modern-fasilitas-lengkap-hos39977899/
I Villa C7 di I Villa,Rp 3.5 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/i-villa/i-villa-c7/hos1100171/
I VILLA B8 di I Villa,Rp 3.95 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/i-villa/i-villa-b8/hos2100170/
Rumah Termurah! di Gading Serpong Pondok Hijau Golf Garasi Sudah Rombak Jadi Kamar Tidur,Rp 2.5 M,Tangerang Gading Serpong Pondok Hijau Golf,https://www.rumah123.com/properti/tangerang-gading-serpong-pondok-hijau-golf/rumah-termurah-di-cluster-topaz-pondok-hijau-golf-garasi-sudah-rombak-jadi-kamar-tidur-hos40643018/
Rumah 1 Lt Bisa KPR Dekat Mall dan Faskes di Bekasi Bebas Banjir J36343,Rp 750 Juta,Bekasi Harapan Indah,https://www.rumah123.com/properti/bekasi-harapan-indah/rumah-1-lt-bisa-kpr-dekat-mall-dan-faskes-di-bekasi-bebas-banjir-j36343-hos39765080/
Terjun Harga!! Dijual Rumah Termurah Cluster Faraday Lebar 8X15m2 Gading Serpong Siap Huni Unfurnished,Rp 2.4 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/dijual-rumah-cluster-faraday-gading-serpong-murah-unfurnish-hos40011044/
Dijual Dibawah Harga Pasaran! Rumah Cluster Pascal 9X18m2 Kt 4+1 Siap Huni Banget,Rp 2.85 M,Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/dijual-dibawah-harga-pasaran-rumah-cluster-pascal-9x18m2-kt-41-siap-huni-banget-hos40893719/
Rumah Hadap Utara 10 Menit ke Mall Metropolitan Cibubur Dibantu KPR J-28679,Rp 1.11 M,Bogor Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-hadap-utara-10-menit-ke-mall-metropolitan-cibubur-dibantu-kpr-j28679-hos40297957/
Tamora Axis,Rp 4.5 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/tamora-axis/nps7521/
Rumah Luas Siap Huni 10 menit ke Gerbang Tol Limo Utama Dibantu KPR J-38074,Rp 1.42 M,Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-luas-siap-huni-10-menit-ke-gerbang-tol-limo-utama-dibantu-kpr-j38074-hos40347408/
Royal Villas Bali Sanur,Rp 4.07 M,Denpasar,https://www.rumah123.com/perumahan-baru/properti/denpasar/royal-villas-bali-sanur/nps7515/
MAJESTIC HIDDEN VILLA,Rp 2.85 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/majestic-hidden-villa/nps7512/
Green Permata Village,Rp 439 Juta,Semarang,https://www.rumah123.com/perumahan-baru/properti/semarang/green-permata-village/nps3466/
Rumah 10 Menit ke Cbd Ciledug Family Mall SHM Siap KPR J-34592,Rp 1.05 M,Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-10-menit-ke-cbd-ciledug-family-mall-shm-siap-kpr-j34592-hos40798180/
Rumah Strategis LT 119 Akses Dekat Stasiun Rawa Buntu Siap KPR J36908,Rp 1.55 M,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-strategis-lt-119-akses-dekat-stasiun-rawa-buntu-siap-kpr-j36908-hos39915394/
"Rumah Siap Huni di Menteng, Bentuk Tanah Bagus",Rp 55 M,Jakarta Pusat Menteng,https://www.rumah123.com/properti/jakarta-pusat-menteng/rumah-siap-huni-di-menteng-bentuk-tanah-bagus-hos17183944/
Rumah 2 Lantai 10 Menit ke Stasiun Rawa Buntu Siap Huni Dibantu KPR J39571,Rp 990 Juta,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-2-lantai-10-menit-ke-stasiun-rawa-buntu-siap-huni-dibantu-kpr-j39571-hos40767827/
Rumah Idaman 5 Menit ke Gerbang Tol Sentul Barat 3 Kamar Siap Huni J32495,Rp 1.13 M,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-idaman-5-menit-ke-gerbang-tol-sentul-barat-3-kamar-siap-huni-j32495-hos40715516/
Rumah LT 133 SHM Siap KPR 12 Mnt ke AEON Kota Wisata J-34602,Rp 1.36 M,Bogor Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-lt-133-shm-siap-kpr-12-mnt-ke-aeon-kota-wisata-j34602-hos40173679/
Type 36 di Prada Seven Cileunyi,Rp 495 Juta,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/prada-seven-cileunyi/type-36/hos0100004/
Type 40 di Prada Seven Cileunyi,Rp 560 Juta,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/prada-seven-cileunyi/type-40/hos2100005/
Type 49 di Prada Seven Cileunyi,Rp 660 Juta,Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/prada-seven-cileunyi/type-49/hos2100006/
"Rumah Tua Komersial di Jalan Tambak, Menteng, Jakarta Pusat",Rp 13.7 M,Jakarta Pusat Menteng,https://www.rumah123.com/properti/jakarta-pusat-menteng/rumah-tua-komersial-di-jalan-tambak-menteng-jakarta-pusat-hos19223269/
Rumah 2 Lt SHM 15 Menit ke Grand Serpong Mall Dibantu KPR J-14963,Rp 1.21 M,Tangerang Bsd City,https://www.rumah123.com/properti/tangerang-bsd-city/rumah-2-lt-shm-15-menit-ke-grand-serpong-mall-dibantu-kpr-j14963-hos40178208/
Murah Mewah 94M Rp 1.3M Perumahan Asri Dkt ke LRT Tol Jatibening,Rp 1.3 M,Bekasi Jatibening,https://www.rumah123.com/properti/bekasi-jatibening/murah-mewahluas-92m-hny13m-dlm-perumahan-besar-asri-strategis-hos40782481/
Unit 8G di CITRA LESTARI & SOHO 112,Rp 1.18 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/citra-lestari-soho-112/unit-8g/hos499966/
Unit 8B di CITRA LESTARI & SOHO 112,Rp 1.21 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/citra-lestari-soho-112/unit-8b/hos199963/
Unit 8C di CITRA LESTARI & SOHO 112,Rp 1.21 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/citra-lestari-soho-112/unit-8c/hos299964/
Unit 8F di CITRA LESTARI & SOHO 112,Rp 1.21 M,Badung,https://www.rumah123.com/perumahan-baru/properti/badung/citra-lestari-soho-112/unit-8f/hos399965/
Rumah Bebas Banjir 13 Menit ke Gerbang Tol Brigif 1 Dibantu KPR J39552,Rp 1.66 M,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-bebas-banjir-13-menit-ke-gerbang-tol-brigif-1-dibantu-kpr-j39552-hos40795898/
Rumah 2 Lt Strategis 11 Menit ke Gerbang Tol Andara 4 Siap Huni J38921,Rp 1.88 M,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-2-lt-strategis-11-menit-ke-gerbang-tol-andara-4-siap-huni-j38921-hos40614000/
"Luxury Big House with Pool, 6 Bedrooms, Strategic Location in Grand Wisata",Rp 3.7 M,Bekasi Grand Wisata,https://www.rumah123.com/properti/bekasi-grand-wisata/luxury-big-house-with-pool-6-bedrooms-strategic-location-in-grand-wisata-hos39980467/
Rumah SHM 15 menit ke RSU Hermina Serpong Siap Huni Dibantu KPR J-35183,Rp 810 Juta,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-shm-15-menit-ke-rsu-hermina-serpong-siap-huni-dibantu-kpr-j35183-hos40173601/
Rumah 10 Menit ke Gerbang Tol Kukusan 1 SHM Hadap Timur J-37024,Rp 860 Juta,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-10-menit-ke-gerbang-tol-kukusan-1-shm-hadap-timur-j37024-hos40397151/
EXTENTION BLOK FN di Bumi Indah City,Rp 490 Juta,Tangerang,https://www.rumah123.com/perumahan-baru/properti/tangerang/bumi-indah-city/extention-blok-fn/hos099909/
ALAMANDA di Bumi Indah City,Rp 523 Juta,Tangerang,https://www.rumah123.com/perumahan-baru/properti/tangerang/bumi-indah-city/alamanda/hos099907/
ENTENTION BLOK RU di Bumi Indah City,Rp 585 Juta,Tangerang,https://www.rumah123.com/perumahan-baru/properti/tangerang/bumi-indah-city/entention-blok-ru/hos099911/
TOWNHOUSE 2 BR di Bumi Indah City,Rp 699 Juta,Tangerang,https://www.rumah123.com/perumahan-baru/properti/tangerang/bumi-indah-city/townhouse-2-br/hos199910/
Rumah 15 Menit ke Gerbang Tol Bsd Barat 1 SHM Dibantu KPR J-37545,Rp 830 Juta,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-15-menit-ke-gerbang-tol-bsd-barat-1-shm-dibantu-kpr-j37545-hos40798227/
DIJUAL/DISEWAKAN Jl Imam Bonjol Rumah Bagus Siap Huni Prime Menteng Jakarta Pusat,Rp 330 M,Jakarta Pusat Menteng,https://www.rumah123.com/properti/jakarta-pusat-menteng/dijualdisewakan-jl-imam-bonjol-rumah-bagus-siap-huni-prime-menteng-jakarta-pusat-hos8935118/
Rumah Siap KPR 15 menit ke Metropolitan Mall Cibubur Hadap Selatan J33551,Rp 2.04 M,Bogor Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-siap-kpr-15-menit-ke-metropolitan-mall-cibubur-hadap-selatan-j33551-hos39351123/
Rumah 15 Menit ke One Belpark Mall Siap Huni Dibantu KPR ⁠J-35182,Rp 1.99 M,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-15-menit-ke-one-belpark-mall-siap-huni-dibantu-kpr-j35182-hos40798408/
