No,provinsi,UpahMinimum,kecamatan
8,LAMPUNG,2.893.070,METRO TIMUR
8,LAMPUNG,2.893.070,METRO SELATAN
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SUNGAILIAT
9,KEPULAUAN BANGKA BELITUNG,3.876.600,BELINYU
9,KEPULAUAN BANGKA BELITUNG,3.876.600,MERAWANG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,MENDO BARAT
9,KEPULAUAN BANGKA BELITUNG,3.876.600,PEMALI
9,KEPULAUAN BANGKA BELITUNG,3.876.600,BAKAM
9,KEPULAUAN BANGKA BELITUNG,3.876.600,RIAU SILIP
9,KEPULAUAN BANGKA BELITUNG,3.876.600,PUDING BESAR
9,KEPULAUAN BANGKA BELITUNG,3.876.600,TANJUNG PANDAN
9,KEPULAUAN BANGKA BELITUNG,3.876.600,MEMBALONG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SELAT NASIK
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SIJUK
9,KEPULAUAN BANGKA BELITUNG,3.876.600,BADAU
9,KEPULAUAN BANGKA BELITUNG,3.876.600,TOBOALI
9,KEPULAUAN BANGKA BELITUNG,3.876.600,LEPAR PONGOK
9,KEPULAUAN BANGKA BELITUNG,3.876.600,AIR GEGAS
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SIMPANG RIMBA
9,KEPULAUAN BANGKA BELITUNG,3.876.600,PAYUNG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,TUKAK SADAI
9,KEPULAUAN BANGKA BELITUNG,3.876.600,PULAUBESAR
9,KEPULAUAN BANGKA BELITUNG,3.876.600,KEPULAUAN PONGOK
9,KEPULAUAN BANGKA BELITUNG,3.876.600,KOBA
9,KEPULAUAN BANGKA BELITUNG,3.876.600,PANGKALAN BARU
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SUNGAI SELAN
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SIMPANG KATIS
9,KEPULAUAN BANGKA BELITUNG,3.876.600,NAMANG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,LUBUK BESAR
9,KEPULAUAN BANGKA BELITUNG,3.876.600,MUNTOK
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SIMPANG TERITIP
9,KEPULAUAN BANGKA BELITUNG,3.876.600,JEBUS
9,KEPULAUAN BANGKA BELITUNG,3.876.600,KELAPA
9,KEPULAUAN BANGKA BELITUNG,3.876.600,TEMPILANG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,PARITTIGA
9,KEPULAUAN BANGKA BELITUNG,3.876.600,MANGGAR
9,KEPULAUAN BANGKA BELITUNG,3.876.600,GANTUNG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,DENDANG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,KELAPA KAMPIT
9,KEPULAUAN BANGKA BELITUNG,3.876.600,DAMAR
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SIMPANG RENGGIANG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,SIMPANG PESAK
9,KEPULAUAN BANGKA BELITUNG,3.876.600,BUKITINTAN
9,KEPULAUAN BANGKA BELITUNG,3.876.600,TAMAN SARI
9,KEPULAUAN BANGKA BELITUNG,3.876.600,PANGKAL BALAM
9,KEPULAUAN BANGKA BELITUNG,3.876.600,RANGKUI
9,KEPULAUAN BANGKA BELITUNG,3.876.600,GERUNGGANG
9,KEPULAUAN BANGKA BELITUNG,3.876.600,GABEK
9,KEPULAUAN BANGKA BELITUNG,3.876.600,GIRIMAYA
10,KEPULAUAN RIAU,3.623.654,GUNUNG KIJANG
10,KEPULAUAN RIAU,3.623.654,BINTAN TIMUR
10,KEPULAUAN RIAU,3.623.654,BINTAN UTARA
10,KEPULAUAN RIAU,3.623.654,TELUK BINTAN
10,KEPULAUAN RIAU,3.623.654,TAMBELAN
10,KEPULAUAN RIAU,3.623.654,TELOK SEBONG
10,KEPULAUAN RIAU,3.623.654,TOAPAYA
10,KEPULAUAN RIAU,3.623.654,MANTANG
10,KEPULAUAN RIAU,3.623.654,BINTAN PESISIR
10,KEPULAUAN RIAU,3.623.654,SERI KUALA LOBAM
10,KEPULAUAN RIAU,3.623.654,MORO
10,KEPULAUAN RIAU,3.623.654,KUNDUR
10,KEPULAUAN RIAU,3.623.654,KARIMUN
10,KEPULAUAN RIAU,3.623.654,MERAL
10,KEPULAUAN RIAU,3.623.654,TEBING
10,KEPULAUAN RIAU,3.623.654,BURU
10,KEPULAUAN RIAU,3.623.654,KUNDUR UTARA
10,KEPULAUAN RIAU,3.623.654,KUNDUR BARAT
10,KEPULAUAN RIAU,3.623.654,DURAI
10,KEPULAUAN RIAU,3.623.654,MERAL BARAT
10,KEPULAUAN RIAU,3.623.654,UNGAR
10,KEPULAUAN RIAU,3.623.654,BELAT
10,KEPULAUAN RIAU,3.623.654,MIDAI
10,KEPULAUAN RIAU,3.623.654,BUNGURAN BARAT
10,KEPULAUAN RIAU,3.623.654,SERASAN
10,KEPULAUAN RIAU,3.623.654,BUNGURAN TIMUR
10,KEPULAUAN RIAU,3.623.654,BUNGURAN UTARA
10,KEPULAUAN RIAU,3.623.654,SUBI
10,KEPULAUAN RIAU,3.623.654,PULAU LAUT
10,KEPULAUAN RIAU,3.623.654,PULAU TIGA
10,KEPULAUAN RIAU,3.623.654,BUNGURAN TIMUR LAUT
10,KEPULAUAN RIAU,3.623.654,BUNGURAN TENGAH
10,KEPULAUAN RIAU,3.623.654,BUNGURAN SELATAN
10,KEPULAUAN RIAU,3.623.654,SERASAN TIMUR
10,KEPULAUAN RIAU,3.623.654,BUNGURAN BATUBI
10,KEPULAUAN RIAU,3.623.654,PULAU TIGA BARAT
10,KEPULAUAN RIAU,3.623.654,SUAK MIDAI
10,KEPULAUAN RIAU,3.623.654,SINGKEP
10,KEPULAUAN RIAU,3.623.654,LINGGA
10,KEPULAUAN RIAU,3.623.654,SENAYANG
10,KEPULAUAN RIAU,3.623.654,SINGKEP BARAT
10,KEPULAUAN RIAU,3.623.654,LINGGA UTARA
10,KEPULAUAN RIAU,3.623.654,SINGKEP PESISIR
10,KEPULAUAN RIAU,3.623.654,LINGGA TIMUR
10,KEPULAUAN RIAU,3.623.654,SELAYAR
10,KEPULAUAN RIAU,3.623.654,SINGKEP SELATAN
10,KEPULAUAN RIAU,3.623.654,KEPULAUAN POSEK
10,KEPULAUAN RIAU,3.623.654,KATANG BIDARE
10,KEPULAUAN RIAU,3.623.654,TEMIANG PESISIR
10,KEPULAUAN RIAU,3.623.654,BAKUNG SERUMPUN
10,KEPULAUAN RIAU,3.623.654,SIANTAN
10,KEPULAUAN RIAU,3.623.654,PALMATAK
10,KEPULAUAN RIAU,3.623.654,SIANTAN TIMUR
10,KEPULAUAN RIAU,3.623.654,SIANTAN SELATAN
10,KEPULAUAN RIAU,3.623.654,JEMAJA TIMUR
10,KEPULAUAN RIAU,3.623.654,JEMAJA
10,KEPULAUAN RIAU,3.623.654,SIANTAN TENGAH
10,KEPULAUAN RIAU,3.623.654,SIANTAN UTARA
10,KEPULAUAN RIAU,3.623.654,JEMAJA BARAT
10,KEPULAUAN RIAU,3.623.654,BELAKANG PADANG
10,KEPULAUAN RIAU,3.623.654,BATU AMPAR
10,KEPULAUAN RIAU,3.623.654,SEKUPANG
10,KEPULAUAN RIAU,3.623.654,NONGSA
10,KEPULAUAN RIAU,3.623.654,BULANG
10,KEPULAUAN RIAU,3.623.654,LUBUK BAJA
10,KEPULAUAN RIAU,3.623.654,SEI BEDUK
10,KEPULAUAN RIAU,3.623.654,GALANG
10,KEPULAUAN RIAU,3.623.654,BENGKONG
10,KEPULAUAN RIAU,3.623.654,BATAM KOTA
10,KEPULAUAN RIAU,3.623.654,SAGULUNG
10,KEPULAUAN RIAU,3.623.654,BATU AJI
10,KEPULAUAN RIAU,3.623.654,TANJUNG PINANG BARAT
10,KEPULAUAN RIAU,3.623.654,TANJUNG PINANG TIMUR
10,KEPULAUAN RIAU,3.623.654,TANJUNG PINANG KOTA
10,KEPULAUAN RIAU,3.623.654,BUKIT BESTARI
11,DKI JAKARTA,5.396.761,KEPULAUAN SERIBU UTARA
11,DKI JAKARTA,5.396.761,KEPULAUAN SERIBU SELATAN
11,DKI JAKARTA,5.396.761,GAMBIR
11,DKI JAKARTA,5.396.761,SAWAH BESAR
11,DKI JAKARTA,5.396.761,KEMAYORAN
11,DKI JAKARTA,5.396.761,SENEN
11,DKI JAKARTA,5.396.761,CEMPAKA PUTIH
11,DKI JAKARTA,5.396.761,MENTENG
11,DKI JAKARTA,5.396.761,TANAH ABANG
11,DKI JAKARTA,5.396.761,JOHAR BARU
11,DKI JAKARTA,5.396.761,PENJARINGAN
11,DKI JAKARTA,5.396.761,TANJUNG PRIOK
11,DKI JAKARTA,5.396.761,KOJA
11,DKI JAKARTA,5.396.761,CILINCING
11,DKI JAKARTA,5.396.761,PADEMANGAN
11,DKI JAKARTA,5.396.761,KELAPA GADING
11,DKI JAKARTA,5.396.761,CENGKARENG
11,DKI JAKARTA,5.396.761,GROGOL PETAMBURAN
11,DKI JAKARTA,5.396.761,TAMAN SARI
11,DKI JAKARTA,5.396.761,TAMBORA
11,DKI JAKARTA,5.396.761,KEBON JERUK
11,DKI JAKARTA,5.396.761,KALIDERES
11,DKI JAKARTA,5.396.761,PAL MERAH
11,DKI JAKARTA,5.396.761,KEMBANGAN
11,DKI JAKARTA,5.396.761,TEBET
11,DKI JAKARTA,5.396.761,SETIABUDI
11,DKI JAKARTA,5.396.761,MAMPANG PRAPATAN
11,DKI JAKARTA,5.396.761,PASAR MINGGU
11,DKI JAKARTA,5.396.761,KEBAYORAN LAMA
11,DKI JAKARTA,5.396.761,CILANDAK
11,DKI JAKARTA,5.396.761,KEBAYORAN BARU
11,DKI JAKARTA,5.396.761,PANCORAN
11,DKI JAKARTA,5.396.761,JAGAKARSA
11,DKI JAKARTA,5.396.761,PESANGGRAHAN
11,DKI JAKARTA,5.396.761,MATRAMAN
11,DKI JAKARTA,5.396.761,PULOGADUNG
11,DKI JAKARTA,5.396.761,JATINEGARA
11,DKI JAKARTA,5.396.761,KRAMATJATI
11,DKI JAKARTA,5.396.761,PASAR REBO
11,DKI JAKARTA,5.396.761,CAKUNG
11,DKI JAKARTA,5.396.761,DUREN SAWIT
11,DKI JAKARTA,5.396.761,MAKASAR
11,DKI JAKARTA,5.396.761,CIRACAS
11,DKI JAKARTA,5.396.761,CIPAYUNG
12,JAWA BARAT,2.191.232,CIBINONG
12,JAWA BARAT,2.191.232,GUNUNG PUTRI
12,JAWA BARAT,2.191.232,CITEUREUP
12,JAWA BARAT,2.191.232,SUKARAJA
12,JAWA BARAT,2.191.232,BABAKAN MADANG
12,JAWA BARAT,2.191.232,JONGGOL
12,JAWA BARAT,2.191.232,CILEUNGSI
12,JAWA BARAT,2.191.232,CARIU
12,JAWA BARAT,2.191.232,SUKAMAKMUR
12,JAWA BARAT,2.191.232,PARUNG
12,JAWA BARAT,2.191.232,GUNUNG SINDUR
12,JAWA BARAT,2.191.232,KEMANG
12,JAWA BARAT,2.191.232,BOJONG GEDE
12,JAWA BARAT,2.191.232,LEUWILIANG
12,JAWA BARAT,2.191.232,CIAMPEA
12,JAWA BARAT,2.191.232,CIBUNGBULANG
12,JAWA BARAT,2.191.232,PAMIJAHAN
12,JAWA BARAT,2.191.232,RUMPIN
12,JAWA BARAT,2.191.232,JASINGA
12,JAWA BARAT,2.191.232,PARUNG PANJANG
12,JAWA BARAT,2.191.232,NANGGUNG
12,JAWA BARAT,2.191.232,CIGUDEG
12,JAWA BARAT,2.191.232,TENJO
12,JAWA BARAT,2.191.232,CIAWI
12,JAWA BARAT,2.191.232,CISARUA
12,JAWA BARAT,2.191.232,MEGAMENDUNG
12,JAWA BARAT,2.191.232,CARINGIN
12,JAWA BARAT,2.191.232,CIJERUK
12,JAWA BARAT,2.191.232,CIOMAS
12,JAWA BARAT,2.191.232,DRAMAGA
12,JAWA BARAT,2.191.232,TAMANSARI
12,JAWA BARAT,2.191.232,KLAPANUNGGAL
12,JAWA BARAT,2.191.232,CISEENG
12,JAWA BARAT,2.191.232,RANCA BUNGUR
12,JAWA BARAT,2.191.232,SUKAJAYA
12,JAWA BARAT,2.191.232,TANJUNGSARI
12,JAWA BARAT,2.191.232,TAJURHALANG
12,JAWA BARAT,2.191.232,CIGOMBONG
12,JAWA BARAT,2.191.232,LEUWISADENG
12,JAWA BARAT,2.191.232,TENJOLAYA
12,JAWA BARAT,2.191.232,PALABUHANRATU
12,JAWA BARAT,2.191.232,SIMPENAN
12,JAWA BARAT,2.191.232,CIKAKAK
12,JAWA BARAT,2.191.232,BANTARGADUNG
12,JAWA BARAT,2.191.232,CISOLOK
12,JAWA BARAT,2.191.232,CIKIDANG
12,JAWA BARAT,2.191.232,LENGKONG
12,JAWA BARAT,2.191.232,JAMPANGTENGAH
12,JAWA BARAT,2.191.232,WARUNGKIARA
12,JAWA BARAT,2.191.232,CIKEMBAR
12,JAWA BARAT,2.191.232,CIBADAK
12,JAWA BARAT,2.191.232,NAGRAK
12,JAWA BARAT,2.191.232,PARUNGKUDA
12,JAWA BARAT,2.191.232,BOJONGGENTENG
12,JAWA BARAT,2.191.232,PARAKANSALAK
12,JAWA BARAT,2.191.232,CICURUG
12,JAWA BARAT,2.191.232,CIDAHU
12,JAWA BARAT,2.191.232,KALAPANUNGGAL
12,JAWA BARAT,2.191.232,KABANDUNGAN
12,JAWA BARAT,2.191.232,WALURAN
12,JAWA BARAT,2.191.232,JAMPANGKULON
12,JAWA BARAT,2.191.232,CIEMAS
12,JAWA BARAT,2.191.232,KALIBUNDER
12,JAWA BARAT,2.191.232,SURADE
12,JAWA BARAT,2.191.232,CIBITUNG
12,JAWA BARAT,2.191.232,CIRACAP
12,JAWA BARAT,2.191.232,GUNUNGGURUH
12,JAWA BARAT,2.191.232,CICANTAYAN
12,JAWA BARAT,2.191.232,CISAAT
12,JAWA BARAT,2.191.232,KADUDAMPIT
12,JAWA BARAT,2.191.232,CARINGIN
12,JAWA BARAT,2.191.232,SUKABUMI
12,JAWA BARAT,2.191.232,SUKARAJA
12,JAWA BARAT,2.191.232,KEBONPEDES
12,JAWA BARAT,2.191.232,CIREUNGHAS
12,JAWA BARAT,2.191.232,SUKALARANG
12,JAWA BARAT,2.191.232,PABUARAN
12,JAWA BARAT,2.191.232,PURABAYA
12,JAWA BARAT,2.191.232,NYALINDUNG
12,JAWA BARAT,2.191.232,GEGERBITUNG
12,JAWA BARAT,2.191.232,SAGARANTEN
12,JAWA BARAT,2.191.232,CURUGKEMBAR
12,JAWA BARAT,2.191.232,CIDOLOG
12,JAWA BARAT,2.191.232,CIDADAP
12,JAWA BARAT,2.191.232,TEGALBULEUD
12,JAWA BARAT,2.191.232,CIMANGGU
12,JAWA BARAT,2.191.232,CIAMBAR
12,JAWA BARAT,2.191.232,CIANJUR
12,JAWA BARAT,2.191.232,WARUNGKONDANG
12,JAWA BARAT,2.191.232,CIBEBER
12,JAWA BARAT,2.191.232,CILAKU
12,JAWA BARAT,2.191.232,CIRANJANG
12,JAWA BARAT,2.191.232,BOJONGPICUNG
12,JAWA BARAT,2.191.232,KARANGTENGAH
12,JAWA BARAT,2.191.232,MANDE
12,JAWA BARAT,2.191.232,SUKALUYU
12,JAWA BARAT,2.191.232,PACET
12,JAWA BARAT,2.191.232,CUGENANG
12,JAWA BARAT,2.191.232,CIKALONGKULON
12,JAWA BARAT,2.191.232,SUKARESMI
12,JAWA BARAT,2.191.232,SUKANAGARA
12,JAWA BARAT,2.191.232,CAMPAKA
12,JAWA BARAT,2.191.232,TAKOKAK
12,JAWA BARAT,2.191.232,KADUPANDAK
12,JAWA BARAT,2.191.232,PAGELARAN
12,JAWA BARAT,2.191.232,TANGGEUNG
12,JAWA BARAT,2.191.232,CIBINONG
12,JAWA BARAT,2.191.232,SINDANGBARANG
12,JAWA BARAT,2.191.232,AGRABINTA
12,JAWA BARAT,2.191.232,CIDAUN
12,JAWA BARAT,2.191.232,NARINGGUL
12,JAWA BARAT,2.191.232,CAMPAKAMULYA
12,JAWA BARAT,2.191.232,CIKADU
12,JAWA BARAT,2.191.232,GEKBRONG
12,JAWA BARAT,2.191.232,CIPANAS
12,JAWA BARAT,2.191.232,CIJATI
12,JAWA BARAT,2.191.232,LELES
12,JAWA BARAT,2.191.232,HAURWANGI
12,JAWA BARAT,2.191.232,PASIRKUDA
12,JAWA BARAT,2.191.232,CILEUNYI
12,JAWA BARAT,2.191.232,CIMENYAN
12,JAWA BARAT,2.191.232,CILENGKRANG
12,JAWA BARAT,2.191.232,BOJONGSOANG
12,JAWA BARAT,2.191.232,MARGAHAYU
12,JAWA BARAT,2.191.232,MARGAASIH
12,JAWA BARAT,2.191.232,KATAPANG
12,JAWA BARAT,2.191.232,DAYEUHKOLOT
12,JAWA BARAT,2.191.232,BANJARAN
12,JAWA BARAT,2.191.232,PAMEUNGPEUK
12,JAWA BARAT,2.191.232,PANGALENGAN
12,JAWA BARAT,2.191.232,ARJASARI
12,JAWA BARAT,2.191.232,CIMAUNG
12,JAWA BARAT,2.191.232,CICALENGKA
12,JAWA BARAT,2.191.232,NAGREG
12,JAWA BARAT,2.191.232,CIKANCUNG
12,JAWA BARAT,2.191.232,RANCAEKEK
12,JAWA BARAT,2.191.232,CIPARAY
12,JAWA BARAT,2.191.232,PACET
12,JAWA BARAT,2.191.232,KERTASARI
12,JAWA BARAT,2.191.232,BALEENDAH
12,JAWA BARAT,2.191.232,MAJALAYA
12,JAWA BARAT,2.191.232,SOLOKANJERUK
12,JAWA BARAT,2.191.232,PASEH
12,JAWA BARAT,2.191.232,IBUN
12,JAWA BARAT,2.191.232,SOREANG
12,JAWA BARAT,2.191.232,PASIRJAMBU
12,JAWA BARAT,2.191.232,CIWIDEY
12,JAWA BARAT,2.191.232,RANCABALI
12,JAWA BARAT,2.191.232,CANGKUANG
12,JAWA BARAT,2.191.232,KUTAWARINGIN
12,JAWA BARAT,2.191.232,GARUT KOTA
12,JAWA BARAT,2.191.232,KARANGPAWITAN
12,JAWA BARAT,2.191.232,WANARAJA
12,JAWA BARAT,2.191.232,TAROGONG KALER
12,JAWA BARAT,2.191.232,TAROGONG KIDUL
12,JAWA BARAT,2.191.232,BANYURESMI
12,JAWA BARAT,2.191.232,SAMARANG
12,JAWA BARAT,2.191.232,PASIRWANGI
12,JAWA BARAT,2.191.232,LELES
12,JAWA BARAT,2.191.232,KADUNGORA
12,JAWA BARAT,2.191.232,LEUWIGOONG
12,JAWA BARAT,2.191.232,CIBATU
12,JAWA BARAT,2.191.232,KERSAMANAH
12,JAWA BARAT,2.191.232,MALANGBONG
12,JAWA BARAT,2.191.232,SUKAWENING
12,JAWA BARAT,2.191.232,KARANGTENGAH
12,JAWA BARAT,2.191.232,BAYONGBONG
12,JAWA BARAT,2.191.232,CIGEDUG
12,JAWA BARAT,2.191.232,CILAWU
12,JAWA BARAT,2.191.232,CISURUPAN
12,JAWA BARAT,2.191.232,SUKARESMI
12,JAWA BARAT,2.191.232,CIKAJANG
12,JAWA BARAT,2.191.232,BANJARWANGI
12,JAWA BARAT,2.191.232,SINGAJAYA
12,JAWA BARAT,2.191.232,CIHURIP
12,JAWA BARAT,2.191.232,PEUNDEUY
12,JAWA BARAT,2.191.232,PAMEUNGPEUK
12,JAWA BARAT,2.191.232,CISOMPET
12,JAWA BARAT,2.191.232,CIBALONG
12,JAWA BARAT,2.191.232,CIKELET
12,JAWA BARAT,2.191.232,BUNGBULANG
12,JAWA BARAT,2.191.232,MEKARMUKTI
12,JAWA BARAT,2.191.232,PAKENJENG
12,JAWA BARAT,2.191.232,PAMULIHAN
12,JAWA BARAT,2.191.232,CISEWU
12,JAWA BARAT,2.191.232,CARINGIN
12,JAWA BARAT,2.191.232,TALEGONG
12,JAWA BARAT,2.191.232,BL. LIMBANGAN
12,JAWA BARAT,2.191.232,SELAAWI
12,JAWA BARAT,2.191.232,CIBIUK
12,JAWA BARAT,2.191.232,PANGATIKAN
12,JAWA BARAT,2.191.232,SUCINARAJA
12,JAWA BARAT,2.191.232,CIPATUJAH
12,JAWA BARAT,2.191.232,KARANGNUNGGAL
12,JAWA BARAT,2.191.232,CIKALONG
12,JAWA BARAT,2.191.232,PANCATENGAH
12,JAWA BARAT,2.191.232,CIKATOMAS
12,JAWA BARAT,2.191.232,CIBALONG
12,JAWA BARAT,2.191.232,PARUNGPONTENG
12,JAWA BARAT,2.191.232,BANTARKALONG
12,JAWA BARAT,2.191.232,BOJONGASIH
12,JAWA BARAT,2.191.232,CULAMEGA
12,JAWA BARAT,2.191.232,BOJONGGAMBIR
12,JAWA BARAT,2.191.232,SODONGHILIR
12,JAWA BARAT,2.191.232,TARAJU
12,JAWA BARAT,2.191.232,SALAWU
12,JAWA BARAT,2.191.232,PUSPAHIANG
12,JAWA BARAT,2.191.232,TANJUNGJAYA
12,JAWA BARAT,2.191.232,SUKARAJA
12,JAWA BARAT,2.191.232,SALOPA
12,JAWA BARAT,2.191.232,JATIWARAS
12,JAWA BARAT,2.191.232,CINEAM
12,JAWA BARAT,2.191.232,KARANG JAYA
12,JAWA BARAT,2.191.232,MANONJAYA
12,JAWA BARAT,2.191.232,GUNUNG TANJUNG
12,JAWA BARAT,2.191.232,SINGAPARNA
12,JAWA BARAT,2.191.232,MANGUNREJA
12,JAWA BARAT,2.191.232,SUKARAME
12,JAWA BARAT,2.191.232,CIGALONTANG
12,JAWA BARAT,2.191.232,LEUWISARI
12,JAWA BARAT,2.191.232,PADAKEMBANG
12,JAWA BARAT,2.191.232,SARIWANGI
12,JAWA BARAT,2.191.232,SUKARATU
12,JAWA BARAT,2.191.232,CISAYONG
12,JAWA BARAT,2.191.232,SUKAHENING
12,JAWA BARAT,2.191.232,RAJAPOLAH
12,JAWA BARAT,2.191.232,JAMANIS
12,JAWA BARAT,2.191.232,CIAWI
12,JAWA BARAT,2.191.232,KADIPATEN
12,JAWA BARAT,2.191.232,PAGERAGEUNG
12,JAWA BARAT,2.191.232,SUKARESIK
12,JAWA BARAT,2.191.232,CIAMIS
12,JAWA BARAT,2.191.232,CIKONENG
12,JAWA BARAT,2.191.232,CIJEUNGJING
12,JAWA BARAT,2.191.232,SADANANYA
12,JAWA BARAT,2.191.232,CIDOLOG
12,JAWA BARAT,2.191.232,CIHAURBEUTI
12,JAWA BARAT,2.191.232,PANUMBANGAN
12,JAWA BARAT,2.191.232,PANJALU
12,JAWA BARAT,2.191.232,KAWALI
12,JAWA BARAT,2.191.232,PANAWANGAN
12,JAWA BARAT,2.191.232,CIPAKU
12,JAWA BARAT,2.191.232,JATINAGARA
12,JAWA BARAT,2.191.232,RAJADESA
12,JAWA BARAT,2.191.232,SUKADANA
12,JAWA BARAT,2.191.232,RANCAH
12,JAWA BARAT,2.191.232,TAMBAKSARI
12,JAWA BARAT,2.191.232,LAKBOK
12,JAWA BARAT,2.191.232,BANJARSARI
12,JAWA BARAT,2.191.232,PAMARICAN
12,JAWA BARAT,2.191.232,CIMARAGAS
12,JAWA BARAT,2.191.232,CISAGA
12,JAWA BARAT,2.191.232,SINDANGKASIH
12,JAWA BARAT,2.191.232,BAREGBEG
12,JAWA BARAT,2.191.232,SUKAMANTRI
12,JAWA BARAT,2.191.232,LUMBUNG
12,JAWA BARAT,2.191.232,PURWADADI
12,JAWA BARAT,2.191.232,BANJARANYAR
12,JAWA BARAT,2.191.232,KADUGEDE
12,JAWA BARAT,2.191.232,CINIRU
12,JAWA BARAT,2.191.232,SUBANG
12,JAWA BARAT,2.191.232,CIWARU
12,JAWA BARAT,2.191.232,CIBINGBIN
12,JAWA BARAT,2.191.232,LURAGUNG
12,JAWA BARAT,2.191.232,LEBAKWANGI
12,JAWA BARAT,2.191.232,GARAWANGI
12,JAWA BARAT,2.191.232,KUNINGAN
12,JAWA BARAT,2.191.232,CIAWIGEBANG
12,JAWA BARAT,2.191.232,CIDAHU
12,JAWA BARAT,2.191.232,JALAKSANA
12,JAWA BARAT,2.191.232,CILIMUS
12,JAWA BARAT,2.191.232,MANDIRANCAN
12,JAWA BARAT,2.191.232,SELAJAMBE
12,JAWA BARAT,2.191.232,KRAMATMULYA
12,JAWA BARAT,2.191.232,DARMA
12,JAWA BARAT,2.191.232,CIGUGUR
12,JAWA BARAT,2.191.232,PASAWAHAN
12,JAWA BARAT,2.191.232,NUSAHERANG
12,JAWA BARAT,2.191.232,CIPICUNG
12,JAWA BARAT,2.191.232,PANCALANG
12,JAWA BARAT,2.191.232,JAPARA
12,JAWA BARAT,2.191.232,CIMAHI
12,JAWA BARAT,2.191.232,CILEBAK
12,JAWA BARAT,2.191.232,HANTARA
12,JAWA BARAT,2.191.232,KALIMANGGIS
12,JAWA BARAT,2.191.232,CIBEUREUM
12,JAWA BARAT,2.191.232,KARANG KANCANA
12,JAWA BARAT,2.191.232,MALEBER
12,JAWA BARAT,2.191.232,SINDANGAGUNG
12,JAWA BARAT,2.191.232,CIGANDAMEKAR
12,JAWA BARAT,2.191.232,WALED
12,JAWA BARAT,2.191.232,CILEDUG
12,JAWA BARAT,2.191.232,LOSARI
12,JAWA BARAT,2.191.232,PABEDILAN
12,JAWA BARAT,2.191.232,BABAKAN
12,JAWA BARAT,2.191.232,KARANGSEMBUNG
12,JAWA BARAT,2.191.232,LEMAHABANG
12,JAWA BARAT,2.191.232,SUSUKAN LEBAK
12,JAWA BARAT,2.191.232,SEDONG
12,JAWA BARAT,2.191.232,ASTANAJAPURA
12,JAWA BARAT,2.191.232,PANGENAN
12,JAWA BARAT,2.191.232,MUNDU
12,JAWA BARAT,2.191.232,BEBER
12,JAWA BARAT,2.191.232,TALUN
12,JAWA BARAT,2.191.232,SUMBER
12,JAWA BARAT,2.191.232,DUKUPUNTANG
12,JAWA BARAT,2.191.232,PALIMANAN
12,JAWA BARAT,2.191.232,PLUMBON
12,JAWA BARAT,2.191.232,WERU
12,JAWA BARAT,2.191.232,KEDAWUNG
12,JAWA BARAT,2.191.232,GUNUNG JATI
12,JAWA BARAT,2.191.232,KAPETAKAN
12,JAWA BARAT,2.191.232,KLANGENAN
12,JAWA BARAT,2.191.232,ARJAWINANGUN
12,JAWA BARAT,2.191.232,PANGURAGAN
12,JAWA BARAT,2.191.232,CIWARINGIN
12,JAWA BARAT,2.191.232,SUSUKAN
12,JAWA BARAT,2.191.232,GEGESIK
12,JAWA BARAT,2.191.232,KALIWEDI
12,JAWA BARAT,2.191.232,GEBANG
12,JAWA BARAT,2.191.232,DEPOK
12,JAWA BARAT,2.191.232,PASALEMAN
12,JAWA BARAT,2.191.232,PABUARAN
12,JAWA BARAT,2.191.232,KARANGWARENG
12,JAWA BARAT,2.191.232,TENGAH TANI
12,JAWA BARAT,2.191.232,PLERED
12,JAWA BARAT,2.191.232,GEMPOL
12,JAWA BARAT,2.191.232,GREGED
12,JAWA BARAT,2.191.232,SURANENGGALA
12,JAWA BARAT,2.191.232,JAMBLANG
12,JAWA BARAT,2.191.232,LEMAHSUGIH
12,JAWA BARAT,2.191.232,BANTARUJEG
12,JAWA BARAT,2.191.232,CIKIJING
12,JAWA BARAT,2.191.232,TALAGA
12,JAWA BARAT,2.191.232,ARGAPURA
12,JAWA BARAT,2.191.232,MAJA
12,JAWA BARAT,2.191.232,MAJALENGKA
12,JAWA BARAT,2.191.232,SUKAHAJI
12,JAWA BARAT,2.191.232,RAJAGALUH
12,JAWA BARAT,2.191.232,LEUWIMUNDING
12,JAWA BARAT,2.191.232,JATIWANGI
12,JAWA BARAT,2.191.232,DAWUAN
12,JAWA BARAT,2.191.232,KADIPATEN
12,JAWA BARAT,2.191.232,KERTAJATI
12,JAWA BARAT,2.191.232,JATITUJUH
