No,provinsi,UpahMinimum,kecamatan
26,SULAWESI TENGAH,2.915.000,TINANGKUNG UTARA
26,SULAWESI TENGAH,2.915.000,PARIGI
26,SULAWESI TENGAH,2.915.000,AMPIBABO
26,SULAWESI TENGAH,2.915.000,TINOMBO
26,SULAWESI TENGAH,2.915.000,MOUTONG
26,SULAWESI TENGAH,2.915.000,TOMINI
26,SULAWESI TENGAH,2.915.000,SAUSU
26,SULAWESI TENGAH,2.915.000,BOLANO LAMBUNU
26,SULAWESI TENGAH,2.915.000,KASIMBAR
26,SULAWESI TENGAH,2.915.000,TORUE
26,SULAWESI TENGAH,2.915.000,TINOMBO SELATAN
26,SULAWESI TENGAH,2.915.000,PARIGI SELATAN
26,SULAWESI TENGAH,2.915.000,MEPANGA
26,SULAWESI TENGAH,2.915.000,TORIBULU
26,SULAWESI TENGAH,2.915.000,TAOPA
26,SULAWESI TENGAH,2.915.000,BALINGGI
26,SULAWESI TENGAH,2.915.000,PARIGI BARAT
26,SULAWESI TENGAH,2.915.000,SINIU
26,SULAWESI TENGAH,2.915.000,PALASA
26,SULAWESI TENGAH,2.915.000,PARIGI UTARA
26,SULAWESI TENGAH,2.915.000,PARIGI TENGAH
26,SULAWESI TENGAH,2.915.000,BOLANO
26,SULAWESI TENGAH,2.915.000,ONGKA MALINO
26,SULAWESI TENGAH,2.915.000,SIDOAN
26,SULAWESI TENGAH,2.915.000,UNA UNA
26,SULAWESI TENGAH,2.915.000,TOGEAN
26,SULAWESI TENGAH,2.915.000,WALEA KEPULAUAN
26,SULAWESI TENGAH,2.915.000,AMPANA TETE
26,SULAWESI TENGAH,2.915.000,AMPANA KOTA
26,SULAWESI TENGAH,2.915.000,ULUBONGKA
26,SULAWESI TENGAH,2.915.000,TOJO BARAT
26,SULAWESI TENGAH,2.915.000,TOJO
26,SULAWESI TENGAH,2.915.000,WALEA BESAR
26,SULAWESI TENGAH,2.915.000,RATOLINDO
26,SULAWESI TENGAH,2.915.000,BATUDAKA
26,SULAWESI TENGAH,2.915.000,TALATAKO
26,SULAWESI TENGAH,2.915.000,SIGI BIROMARU
26,SULAWESI TENGAH,2.915.000,PALOLO
26,SULAWESI TENGAH,2.915.000,NOKILALAKI
26,SULAWESI TENGAH,2.915.000,LINDU
26,SULAWESI TENGAH,2.915.000,KULAWI
26,SULAWESI TENGAH,2.915.000,KULAWI SELATAN
26,SULAWESI TENGAH,2.915.000,PIPIKORO
26,SULAWESI TENGAH,2.915.000,GUMBASA
26,SULAWESI TENGAH,2.915.000,DOLO SELATAN
26,SULAWESI TENGAH,2.915.000,TANAMBULAVA
26,SULAWESI TENGAH,2.915.000,DOLO BARAT
26,SULAWESI TENGAH,2.915.000,DOLO
26,SULAWESI TENGAH,2.915.000,KINOVARO
26,SULAWESI TENGAH,2.915.000,MARAWOLA
26,SULAWESI TENGAH,2.915.000,MARAWOLA BARAT
26,SULAWESI TENGAH,2.915.000,BANGGAI
26,SULAWESI TENGAH,2.915.000,BANGGAI UTARA
26,SULAWESI TENGAH,2.915.000,BOKAN KEPULAUAN
26,SULAWESI TENGAH,2.915.000,BANGKURUNG
26,SULAWESI TENGAH,2.915.000,LABOBO
26,SULAWESI TENGAH,2.915.000,BANGGAI SELATAN
26,SULAWESI TENGAH,2.915.000,BANGGAI TENGAH
26,SULAWESI TENGAH,2.915.000,PETASIA
26,SULAWESI TENGAH,2.915.000,PETASIA TIMUR
26,SULAWESI TENGAH,2.915.000,LEMBO RAYA
26,SULAWESI TENGAH,2.915.000,LEMBO
26,SULAWESI TENGAH,2.915.000,MORI ATAS
26,SULAWESI TENGAH,2.915.000,MORI UTARA
26,SULAWESI TENGAH,2.915.000,SOYO JAYA
26,SULAWESI TENGAH,2.915.000,BUNGKU UTARA
26,SULAWESI TENGAH,2.915.000,MAMOSALATO
26,SULAWESI TENGAH,2.915.000,PETASIA BARAT
26,SULAWESI TENGAH,2.915.000,PALU TIMUR
26,SULAWESI TENGAH,2.915.000,PALU BARAT
26,SULAWESI TENGAH,2.915.000,PALU SELATAN
26,SULAWESI TENGAH,2.915.000,PALU UTARA
26,SULAWESI TENGAH,2.915.000,ULUJADI
26,SULAWESI TENGAH,2.915.000,TATANGA
26,SULAWESI TENGAH,2.915.000,TAWAELI
26,SULAWESI TENGAH,2.915.000,MANTIKULORE
27,SULAWESI SELATAN,3.657.527,BENTENG
27,SULAWESI SELATAN,3.657.527,BONTOHARU
27,SULAWESI SELATAN,3.657.527,BONTOMATENE
27,SULAWESI SELATAN,3.657.527,BONTOMANAI
27,SULAWESI SELATAN,3.657.527,BONTOSIKUYU
27,SULAWESI SELATAN,3.657.527,PASIMASUNGGU
27,SULAWESI SELATAN,3.657.527,PASIMARANNU
27,SULAWESI SELATAN,3.657.527,TAKA BONERATE
27,SULAWESI SELATAN,3.657.527,PASILAMBENA
27,SULAWESI SELATAN,3.657.527,PASIMASUNGGU TIMUR
27,SULAWESI SELATAN,3.657.527,BUKI
27,SULAWESI SELATAN,3.657.527,GANTORANG
27,SULAWESI SELATAN,3.657.527,UJUNG BULU
27,SULAWESI SELATAN,3.657.527,BONTO BAHARI
27,SULAWESI SELATAN,3.657.527,BONTO TIRO
27,SULAWESI SELATAN,3.657.527,HERLANG
27,SULAWESI SELATAN,3.657.527,KAJANG
27,SULAWESI SELATAN,3.657.527,BULUKUMPA
27,SULAWESI SELATAN,3.657.527,KINDANG
27,SULAWESI SELATAN,3.657.527,UJUNGLOE
27,SULAWESI SELATAN,3.657.527,RILAUALE
27,SULAWESI SELATAN,3.657.527,BISSAPPU
27,SULAWESI SELATAN,3.657.527,BANTAENG
27,SULAWESI SELATAN,3.657.527,EREMERASA
27,SULAWESI SELATAN,3.657.527,TOMPO BULU
27,SULAWESI SELATAN,3.657.527,PAJUKUKANG
27,SULAWESI SELATAN,3.657.527,ULUERE
27,SULAWESI SELATAN,3.657.527,GANTARANG KEKE
27,SULAWESI SELATAN,3.657.527,SINOA
27,SULAWESI SELATAN,3.657.527,BANGKALA
27,SULAWESI SELATAN,3.657.527,TAMALATEA
27,SULAWESI SELATAN,3.657.527,BINAMU
27,SULAWESI SELATAN,3.657.527,BATANG
27,SULAWESI SELATAN,3.657.527,KELARA
27,SULAWESI SELATAN,3.657.527,BANGKALA BARAT
27,SULAWESI SELATAN,3.657.527,BONTORAMBA
27,SULAWESI SELATAN,3.657.527,TURATEA
27,SULAWESI SELATAN,3.657.527,ARUNGKEKE
27,SULAWESI SELATAN,3.657.527,RUMBIA
27,SULAWESI SELATAN,3.657.527,TAROWANG
27,SULAWESI SELATAN,3.657.527,MAPPAKASUNGGU
27,SULAWESI SELATAN,3.657.527,MANGARABOMBANG
27,SULAWESI SELATAN,3.657.527,POLOMBANGKENG SELATAN
27,SULAWESI SELATAN,3.657.527,POLOMBANGKENG UTARA
27,SULAWESI SELATAN,3.657.527,GALESONG SELATAN
27,SULAWESI SELATAN,3.657.527,GALESONG UTARA
27,SULAWESI SELATAN,3.657.527,PATTALLASSANG
27,SULAWESI SELATAN,3.657.527,SANROBONE
27,SULAWESI SELATAN,3.657.527,GALESONG
27,SULAWESI SELATAN,3.657.527,KEPULAUAN TANAKEKE
27,SULAWESI SELATAN,3.657.527,BONTONOMPO
27,SULAWESI SELATAN,3.657.527,BAJENG
27,SULAWESI SELATAN,3.657.527,TOMPOBULLU
27,SULAWESI SELATAN,3.657.527,TINGGIMONCONG
27,SULAWESI SELATAN,3.657.527,PARANGLOE
27,SULAWESI SELATAN,3.657.527,BONTOMARANNU
27,SULAWESI SELATAN,3.657.527,PALANGGA
27,SULAWESI SELATAN,3.657.527,SOMBA UPU
27,SULAWESI SELATAN,3.657.527,BUNGAYA
27,SULAWESI SELATAN,3.657.527,TOMBOLOPAO
27,SULAWESI SELATAN,3.657.527,BIRINGBULU
27,SULAWESI SELATAN,3.657.527,BAROMBONG
27,SULAWESI SELATAN,3.657.527,PATTALASANG
27,SULAWESI SELATAN,3.657.527,MANUJU
27,SULAWESI SELATAN,3.657.527,BONTOLEMPANGANG
27,SULAWESI SELATAN,3.657.527,BONTONOMPO SELATAN
27,SULAWESI SELATAN,3.657.527,PARIGI
27,SULAWESI SELATAN,3.657.527,BAJENG BARAT
27,SULAWESI SELATAN,3.657.527,SINJAI BARAT
27,SULAWESI SELATAN,3.657.527,SINJAI SELATAN
27,SULAWESI SELATAN,3.657.527,SINJAI TIMUR
27,SULAWESI SELATAN,3.657.527,SINJAI TENGAH
27,SULAWESI SELATAN,3.657.527,SINJAI UTARA
27,SULAWESI SELATAN,3.657.527,BULUPODDO
27,SULAWESI SELATAN,3.657.527,SINJAI BORONG
27,SULAWESI SELATAN,3.657.527,TELLU LIMPOE
27,SULAWESI SELATAN,3.657.527,PULAU SEMBILAN
27,SULAWESI SELATAN,3.657.527,BONTOCANI
27,SULAWESI SELATAN,3.657.527,KAHU
27,SULAWESI SELATAN,3.657.527,KAJUARA
27,SULAWESI SELATAN,3.657.527,SALOMEKKO
27,SULAWESI SELATAN,3.657.527,TONRA
27,SULAWESI SELATAN,3.657.527,LIBURENG
27,SULAWESI SELATAN,3.657.527,MARE
27,SULAWESI SELATAN,3.657.527,SIBULUE
27,SULAWESI SELATAN,3.657.527,BAREBBO
27,SULAWESI SELATAN,3.657.527,CINA
27,SULAWESI SELATAN,3.657.527,PONRE
27,SULAWESI SELATAN,3.657.527,LAPPARIAJA
27,SULAWESI SELATAN,3.657.527,LAMURU
27,SULAWESI SELATAN,3.657.527,ULAWENG
27,SULAWESI SELATAN,3.657.527,PALAKKA
27,SULAWESI SELATAN,3.657.527,AWANGPONE
27,SULAWESI SELATAN,3.657.527,TELLU SIATTINGE
27,SULAWESI SELATAN,3.657.527,AJANGALE
27,SULAWESI SELATAN,3.657.527,DUA BOCCOE
27,SULAWESI SELATAN,3.657.527,CENRANA
27,SULAWESI SELATAN,3.657.527,TANETE RIATTANG
27,SULAWESI SELATAN,3.657.527,TANETE RIATTANG BARAT
27,SULAWESI SELATAN,3.657.527,TANETE RIATTANG TIMUR
27,SULAWESI SELATAN,3.657.527,AMALI
27,SULAWESI SELATAN,3.657.527,TELLULIMPOE
27,SULAWESI SELATAN,3.657.527,BENGO
27,SULAWESI SELATAN,3.657.527,PATIMPENG
27,SULAWESI SELATAN,3.657.527,MANDAI
27,SULAWESI SELATAN,3.657.527,CAMBA
27,SULAWESI SELATAN,3.657.527,BANTIMURUNG
27,SULAWESI SELATAN,3.657.527,MAROS BARU
27,SULAWESI SELATAN,3.657.527,BONTOA
27,SULAWESI SELATAN,3.657.527,MALLLAWA
27,SULAWESI SELATAN,3.657.527,TANRALILI
27,SULAWESI SELATAN,3.657.527,MARUSU
27,SULAWESI SELATAN,3.657.527,SIMBANG
27,SULAWESI SELATAN,3.657.527,CENRANA
27,SULAWESI SELATAN,3.657.527,TOMPOBULU
27,SULAWESI SELATAN,3.657.527,LAU
27,SULAWESI SELATAN,3.657.527,MONCONG LOE
27,SULAWESI SELATAN,3.657.527,TURIKALE
27,SULAWESI SELATAN,3.657.527,LIUKANG TANGAYA
27,SULAWESI SELATAN,3.657.527,LIUKANG KALMAS
27,SULAWESI SELATAN,3.657.527,LIUKANG TUPABBIRING
27,SULAWESI SELATAN,3.657.527,PANGKAJENE
27,SULAWESI SELATAN,3.657.527,BALOCCI
27,SULAWESI SELATAN,3.657.527,BUNGORO
27,SULAWESI SELATAN,3.657.527,LABAKKANG
27,SULAWESI SELATAN,3.657.527,MARANG
27,SULAWESI SELATAN,3.657.527,SEGERI
27,SULAWESI SELATAN,3.657.527,MINASA TENE
27,SULAWESI SELATAN,3.657.527,MANDALLE
27,SULAWESI SELATAN,3.657.527,TONDONG TALLASA
27,SULAWESI SELATAN,3.657.527,LIUKANG TUPABBIRING UTARA
27,SULAWESI SELATAN,3.657.527,TANETE RIAJA
27,SULAWESI SELATAN,3.657.527,TANETE RILAU
27,SULAWESI SELATAN,3.657.527,BARRU
27,SULAWESI SELATAN,3.657.527,SOPPENG RIAJA
27,SULAWESI SELATAN,3.657.527,MALLUSETASI
27,SULAWESI SELATAN,3.657.527,PUJANANTING
27,SULAWESI SELATAN,3.657.527,BALUSU
27,SULAWESI SELATAN,3.657.527,MARIORIWAWO
27,SULAWESI SELATAN,3.657.527,LILIRAJA
27,SULAWESI SELATAN,3.657.527,LILIRILAU
27,SULAWESI SELATAN,3.657.527,LALABATA
27,SULAWESI SELATAN,3.657.527,MARIORIAWA
27,SULAWESI SELATAN,3.657.527,DONRI DONRI
27,SULAWESI SELATAN,3.657.527,GANRA
27,SULAWESI SELATAN,3.657.527,CITTA
27,SULAWESI SELATAN,3.657.527,SABANGPARU
27,SULAWESI SELATAN,3.657.527,PAMMANA
27,SULAWESI SELATAN,3.657.527,TAKKALALLA
27,SULAWESI SELATAN,3.657.527,SAJOANGING
27,SULAWESI SELATAN,3.657.527,MAJAULENG
27,SULAWESI SELATAN,3.657.527,TEMPE
27,SULAWESI SELATAN,3.657.527,BELAWA
27,SULAWESI SELATAN,3.657.527,TANASITOLO
27,SULAWESI SELATAN,3.657.527,MANIANGPAJO
27,SULAWESI SELATAN,3.657.527,PITUMPANUA
27,SULAWESI SELATAN,3.657.527,BOLA
27,SULAWESI SELATAN,3.657.527,PENRANG
27,SULAWESI SELATAN,3.657.527,GILIRENG
27,SULAWESI SELATAN,3.657.527,KEERA
27,SULAWESI SELATAN,3.657.527,PANCA LAUTAN
27,SULAWESI SELATAN,3.657.527,TELLU LIMPOE
27,SULAWESI SELATAN,3.657.527,WATANG PULU
27,SULAWESI SELATAN,3.657.527,BARANTI
27,SULAWESI SELATAN,3.657.527,PANCA RIJANG
27,SULAWESI SELATAN,3.657.527,KULO
27,SULAWESI SELATAN,3.657.527,MARITENGNGAE
27,SULAWESI SELATAN,3.657.527,WT. SIDENRENG
27,SULAWESI SELATAN,3.657.527,DUA PITUE
27,SULAWESI SELATAN,3.657.527,PITU RIAWA
27,SULAWESI SELATAN,3.657.527,PITU RAISE
27,SULAWESI SELATAN,3.657.527,MATIRRO SOMPE
27,SULAWESI SELATAN,3.657.527,SUPPA
27,SULAWESI SELATAN,3.657.527,MATTIRO BULU
27,SULAWESI SELATAN,3.657.527,WATANG SAWITO
27,SULAWESI SELATAN,3.657.527,PATAMPANUA
27,SULAWESI SELATAN,3.657.527,DUAMPANUA
27,SULAWESI SELATAN,3.657.527,LEMBANG
27,SULAWESI SELATAN,3.657.527,CEMPA
27,SULAWESI SELATAN,3.657.527,TIROANG
27,SULAWESI SELATAN,3.657.527,LANSIRANG
27,SULAWESI SELATAN,3.657.527,PALETEANG
27,SULAWESI SELATAN,3.657.527,BATU LAPPA
27,SULAWESI SELATAN,3.657.527,MAIWA
27,SULAWESI SELATAN,3.657.527,ENREKANG
27,SULAWESI SELATAN,3.657.527,BARAKA
27,SULAWESI SELATAN,3.657.527,ANGGERAJA
27,SULAWESI SELATAN,3.657.527,ALLA
27,SULAWESI SELATAN,3.657.527,BUNGIN
27,SULAWESI SELATAN,3.657.527,CENDANA
27,SULAWESI SELATAN,3.657.527,CURIO
27,SULAWESI SELATAN,3.657.527,MALUA
27,SULAWESI SELATAN,3.657.527,BUNTU BATU
27,SULAWESI SELATAN,3.657.527,MASALLE
27,SULAWESI SELATAN,3.657.527,BAROKO
27,SULAWESI SELATAN,3.657.527,BASSE SANGTEMPE
27,SULAWESI SELATAN,3.657.527,LAROMPONG
27,SULAWESI SELATAN,3.657.527,SULI
27,SULAWESI SELATAN,3.657.527,BAJO
27,SULAWESI SELATAN,3.657.527,BUA PONRANG
27,SULAWESI SELATAN,3.657.527,WALENRANG
27,SULAWESI SELATAN,3.657.527,BELOPA
27,SULAWESI SELATAN,3.657.527,BUA
27,SULAWESI SELATAN,3.657.527,LAMASI
27,SULAWESI SELATAN,3.657.527,LAROMPONG SELATAN
27,SULAWESI SELATAN,3.657.527,PONRANG
27,SULAWESI SELATAN,3.657.527,LATIMOJONG
27,SULAWESI SELATAN,3.657.527,KAMANRE
27,SULAWESI SELATAN,3.657.527,BELOPA UTARA
27,SULAWESI SELATAN,3.657.527,WALENRANG BARAT
27,SULAWESI SELATAN,3.657.527,WALENRANG UTARA
27,SULAWESI SELATAN,3.657.527,WALENRANG TIMUR
27,SULAWESI SELATAN,3.657.527,LAMASI TIMUR
27,SULAWESI SELATAN,3.657.527,SULI BARAT
27,SULAWESI SELATAN,3.657.527,BAJO BARAT
27,SULAWESI SELATAN,3.657.527,PONRANG SELATAN
27,SULAWESI SELATAN,3.657.527,BASSE SANGTEMPE UTARA
27,SULAWESI SELATAN,3.657.527,SALUPUTI
27,SULAWESI SELATAN,3.657.527,BITTUANG
27,SULAWESI SELATAN,3.657.527,BONGGAKARADENG
27,SULAWESI SELATAN,3.657.527,MAKALE
27,SULAWESI SELATAN,3.657.527,SIMBUANG
27,SULAWESI SELATAN,3.657.527,RANTETAYO
27,SULAWESI SELATAN,3.657.527,MENGKENDEK
27,SULAWESI SELATAN,3.657.527,SANGALLA
27,SULAWESI SELATAN,3.657.527,GANDANGBATU SILLANAN
27,SULAWESI SELATAN,3.657.527,REMBON
27,SULAWESI SELATAN,3.657.527,MAKALE UTARA
27,SULAWESI SELATAN,3.657.527,MAPPAK
27,SULAWESI SELATAN,3.657.527,MAKALE SELATAN
27,SULAWESI SELATAN,3.657.527,MASANDA
27,SULAWESI SELATAN,3.657.527,SANGALLA SELATAN
27,SULAWESI SELATAN,3.657.527,SANGALLA UTARA
27,SULAWESI SELATAN,3.657.527,MALIMBONG BALEPE
27,SULAWESI SELATAN,3.657.527,RANO
27,SULAWESI SELATAN,3.657.527,KURRA
27,SULAWESI SELATAN,3.657.527,MALANGKE
27,SULAWESI SELATAN,3.657.527,BONE BONE
27,SULAWESI SELATAN,3.657.527,MASAMBA
27,SULAWESI SELATAN,3.657.527,SABBANG
27,SULAWESI SELATAN,3.657.527,LIMBONG
27,SULAWESI SELATAN,3.657.527,SUKAMAJU
27,SULAWESI SELATAN,3.657.527,SEKO
27,SULAWESI SELATAN,3.657.527,MALANGKE BARAT
27,SULAWESI SELATAN,3.657.527,RAMPI
27,SULAWESI SELATAN,3.657.527,MAPPEDECENG
27,SULAWESI SELATAN,3.657.527,BAEBUNTA
27,SULAWESI SELATAN,3.657.527,TANA LILI
27,SULAWESI SELATAN,3.657.527,SUKAMAJU SELATAN
27,SULAWESI SELATAN,3.657.527,BAEBUNTA SELATAN
27,SULAWESI SELATAN,3.657.527,SABBANG SELATAN
27,SULAWESI SELATAN,3.657.527,MANGKUTANA
27,SULAWESI SELATAN,3.657.527,NUHA
27,SULAWESI SELATAN,3.657.527,TOWUTI
27,SULAWESI SELATAN,3.657.527,MALILI
27,SULAWESI SELATAN,3.657.527,ANGKONA
27,SULAWESI SELATAN,3.657.527,WOTU
27,SULAWESI SELATAN,3.657.527,BURAU
27,SULAWESI SELATAN,3.657.527,TOMONI
27,SULAWESI SELATAN,3.657.527,TOMONI TIMUR
27,SULAWESI SELATAN,3.657.527,KALAENA
27,SULAWESI SELATAN,3.657.527,WASUPONDA
27,SULAWESI SELATAN,3.657.527,RANTEPAO
27,SULAWESI SELATAN,3.657.527,SESEAN
27,SULAWESI SELATAN,3.657.527,NANGGALA
27,SULAWESI SELATAN,3.657.527,RINDINGALLO
27,SULAWESI SELATAN,3.657.527,BUNTAO
27,SULAWESI SELATAN,3.657.527,SA'DAN
27,SULAWESI SELATAN,3.657.527,SANGGALANGI
27,SULAWESI SELATAN,3.657.527,SOPAI
27,SULAWESI SELATAN,3.657.527,TIKALA
27,SULAWESI SELATAN,3.657.527,BALUSU
27,SULAWESI SELATAN,3.657.527,TALLUNGLIPU
27,SULAWESI SELATAN,3.657.527,DENDE' PIONGAN NAPO
27,SULAWESI SELATAN,3.657.527,BUNTU PEPASAN
27,SULAWESI SELATAN,3.657.527,BARUPPU
27,SULAWESI SELATAN,3.657.527,KESU
27,SULAWESI SELATAN,3.657.527,TONDON
27,SULAWESI SELATAN,3.657.527,BANGKELEKILA
27,SULAWESI SELATAN,3.657.527,RANTEBUA
27,SULAWESI SELATAN,3.657.527,SESEAN SULOARA
27,SULAWESI SELATAN,3.657.527,KAPALA PITU
27,SULAWESI SELATAN,3.657.527,AWAN RANTE KARUA
27,SULAWESI SELATAN,3.657.527,MARISO
27,SULAWESI SELATAN,3.657.527,MAMAJANG
27,SULAWESI SELATAN,3.657.527,MAKASSAR
27,SULAWESI SELATAN,3.657.527,UJUNG PANDANG
27,SULAWESI SELATAN,3.657.527,WAJO
27,SULAWESI SELATAN,3.657.527,BONTOALA
27,SULAWESI SELATAN,3.657.527,TALLO
27,SULAWESI SELATAN,3.657.527,UJUNG TANAH
27,SULAWESI SELATAN,3.657.527,PANAKKUKANG
27,SULAWESI SELATAN,3.657.527,TAMALATE
27,SULAWESI SELATAN,3.657.527,BIRINGKANAYA
27,SULAWESI SELATAN,3.657.527,MANGGALA
27,SULAWESI SELATAN,3.657.527,RAPPOCINI
27,SULAWESI SELATAN,3.657.527,TAMALANREA
27,SULAWESI SELATAN,3.657.527,KEPULAUAN SANGKARRANG
27,SULAWESI SELATAN,3.657.527,BACUKIKI
27,SULAWESI SELATAN,3.657.527,UJUNG
27,SULAWESI SELATAN,3.657.527,SOREANG
27,SULAWESI SELATAN,3.657.527,BACUKIKI BARAT
27,SULAWESI SELATAN,3.657.527,WARA
27,SULAWESI SELATAN,3.657.527,WARA UTARA
27,SULAWESI SELATAN,3.657.527,WARA SELATAN
27,SULAWESI SELATAN,3.657.527,TELLUWANUA
27,SULAWESI SELATAN,3.657.527,WARA TIMUR
27,SULAWESI SELATAN,3.657.527,WARA BARAT
27,SULAWESI SELATAN,3.657.527,SENDANA
27,SULAWESI SELATAN,3.657.527,MUNGKAJANG
27,SULAWESI SELATAN,3.657.527,BARA
28,SULAWESI TENGGARA,3.073.551,WUNDULAKO
28,SULAWESI TENGGARA,3.073.551,KOLAKA
28,SULAWESI TENGGARA,3.073.551,POMALAA
28,SULAWESI TENGGARA,3.073.551,WATUBANGGA
28,SULAWESI TENGGARA,3.073.551,WOLO
28,SULAWESI TENGGARA,3.073.551,BAULA
28,SULAWESI TENGGARA,3.073.551,LATAMBAGA
28,SULAWESI TENGGARA,3.073.551,TANGGETADA
28,SULAWESI TENGGARA,3.073.551,SAMATURU
28,SULAWESI TENGGARA,3.073.551,TOARI
28,SULAWESI TENGGARA,3.073.551,POLINGGONA
28,SULAWESI TENGGARA,3.073.551,IWOIMENDAA
28,SULAWESI TENGGARA,3.073.551,LAMBUYA
28,SULAWESI TENGGARA,3.073.551,UNAAHA
28,SULAWESI TENGGARA,3.073.551,WAWOTOBI
28,SULAWESI TENGGARA,3.073.551,PONDIDAHA
28,SULAWESI TENGGARA,3.073.551,SAMPARA
28,SULAWESI TENGGARA,3.073.551,ABUKI
28,SULAWESI TENGGARA,3.073.551,SOROPIA
28,SULAWESI TENGGARA,3.073.551,TONGAUNA
28,SULAWESI TENGGARA,3.073.551,LATOMA
28,SULAWESI TENGGARA,3.073.551,PURIALA
28,SULAWESI TENGGARA,3.073.551,UEPAI
28,SULAWESI TENGGARA,3.073.551,WONGGEDUKU
28,SULAWESI TENGGARA,3.073.551,BESULUTU
28,SULAWESI TENGGARA,3.073.551,BONDOALA
28,SULAWESI TENGGARA,3.073.551,ROUTA
28,SULAWESI TENGGARA,3.073.551,ANGGABERI
28,SULAWESI TENGGARA,3.073.551,MELUHU
28,SULAWESI TENGGARA,3.073.551,AMONGGEDO
28,SULAWESI TENGGARA,3.073.551,ASINUA
28,SULAWESI TENGGARA,3.073.551,KONAWE
28,SULAWESI TENGGARA,3.073.551,KAPOIALA
28,SULAWESI TENGGARA,3.073.551,LALONGGASUMEETO
28,SULAWESI TENGGARA,3.073.551,ONEMBUTE
28,SULAWESI TENGGARA,3.073.551,PADANGGUNI
28,SULAWESI TENGGARA,3.073.551,MOROSI
28,SULAWESI TENGGARA,3.073.551,ANGGALOMOARE
28,SULAWESI TENGGARA,3.073.551,WONGGEDUKU BARAT
28,SULAWESI TENGGARA,3.073.551,NAPABALANO
28,SULAWESI TENGGARA,3.073.551,MALIGANO
28,SULAWESI TENGGARA,3.073.551,WAKORUMBA SELATAN
28,SULAWESI TENGGARA,3.073.551,LASALEPA
28,SULAWESI TENGGARA,3.073.551,BATALAIWARU
28,SULAWESI TENGGARA,3.073.551,KATOBU
28,SULAWESI TENGGARA,3.073.551,DURUKA
28,SULAWESI TENGGARA,3.073.551,LOHIA
28,SULAWESI TENGGARA,3.073.551,WATOPUTE
28,SULAWESI TENGGARA,3.073.551,KONTUNAGA
28,SULAWESI TENGGARA,3.073.551,KABANGKA
28,SULAWESI TENGGARA,3.073.551,KABAWO
28,SULAWESI TENGGARA,3.073.551,PARIGI
28,SULAWESI TENGGARA,3.073.551,BONE
28,SULAWESI TENGGARA,3.073.551,TONGKUNO
28,SULAWESI TENGGARA,3.073.551,PASIR PUTIH
28,SULAWESI TENGGARA,3.073.551,KONTU KOWUNA
28,SULAWESI TENGGARA,3.073.551,MAROBO
28,SULAWESI TENGGARA,3.073.551,TONGKUNO SELATAN
28,SULAWESI TENGGARA,3.073.551,PASI KOLAGA
28,SULAWESI TENGGARA,3.073.551,BATUKARA
28,SULAWESI TENGGARA,3.073.551,TOWEA
28,SULAWESI TENGGARA,3.073.551,PASARWAJO
28,SULAWESI TENGGARA,3.073.551,KAPONTORI
28,SULAWESI TENGGARA,3.073.551,LASALIMU
28,SULAWESI TENGGARA,3.073.551,LASALIMU SELATAN
28,SULAWESI TENGGARA,3.073.551,SIOTAPINA
28,SULAWESI TENGGARA,3.073.551,WOLOWA
28,SULAWESI TENGGARA,3.073.551,WABULA
28,SULAWESI TENGGARA,3.073.551,TINANGGEA
28,SULAWESI TENGGARA,3.073.551,ANGATA
28,SULAWESI TENGGARA,3.073.551,ANDOOLO
28,SULAWESI TENGGARA,3.073.551,PALANGGA
28,SULAWESI TENGGARA,3.073.551,LANDONO
28,SULAWESI TENGGARA,3.073.551,LAINEA
28,SULAWESI TENGGARA,3.073.551,KONDA
28,SULAWESI TENGGARA,3.073.551,RANOMEETO
28,SULAWESI TENGGARA,3.073.551,KOLONO
28,SULAWESI TENGGARA,3.073.551,MORAMO
28,SULAWESI TENGGARA,3.073.551,LAONTI
28,SULAWESI TENGGARA,3.073.551,LALEMBUU
28,SULAWESI TENGGARA,3.073.551,BENUA
28,SULAWESI TENGGARA,3.073.551,PALANGGA SELATAN
28,SULAWESI TENGGARA,3.073.551,MOWILA
28,SULAWESI TENGGARA,3.073.551,MORAMO UTARA
28,SULAWESI TENGGARA,3.073.551,BUKE
28,SULAWESI TENGGARA,3.073.551,WOLASI
28,SULAWESI TENGGARA,3.073.551,LAEYA
28,SULAWESI TENGGARA,3.073.551,BAITO
28,SULAWESI TENGGARA,3.073.551,BASALA
28,SULAWESI TENGGARA,3.073.551,RANOMEETO BARAT
28,SULAWESI TENGGARA,3.073.551,KOLONO TIMUR
28,SULAWESI TENGGARA,3.073.551,SABULAKOA
28,SULAWESI TENGGARA,3.073.551,ANDOOLO BARAT
28,SULAWESI TENGGARA,3.073.551,POLEANG
28,SULAWESI TENGGARA,3.073.551,POLEANG TIMUR
28,SULAWESI TENGGARA,3.073.551,RAROWATU
28,SULAWESI TENGGARA,3.073.551,RUMBIA
28,SULAWESI TENGGARA,3.073.551,KABAENA
28,SULAWESI TENGGARA,3.073.551,KABAENA TIMUR
28,SULAWESI TENGGARA,3.073.551,POLEANG BARAT
28,SULAWESI TENGGARA,3.073.551,MATA OLEO
28,SULAWESI TENGGARA,3.073.551,RAROWATU UTARA
28,SULAWESI TENGGARA,3.073.551,POLEANG UTARA
28,SULAWESI TENGGARA,3.073.551,POLEANG SELATAN
