No,provinsi,UpahMinimum,kecamatan
16,BANTEN,2905119,PANGGARANGAN
16,BANTEN,2905119,BAYAH
16,BANTEN,2905119,CIPANAS
16,BANTEN,2905119,MUNCANG
16,BANTEN,2905119,LEUWIDAMAR
16,BANTEN,2905119,BOJONGMANIK
16,BANTEN,2905119,GUNUNGKENCANA
16,BANTEN,2905119,BANJARSARI
16,BANTEN,2905119,CILELES
16,BANTEN,2905119,CIMARGA
16,BANTEN,2905119,SAJIRA
16,BANTEN,2905119,MAJA
16,BANTEN,2905119,RANGKASBITUNG
16,BANTEN,2905119,WARUNGGUNUNG
16,BANTEN,2905119,CIJAKU
16,BANTEN,2905119,CIKULUR
16,BANTEN,2905119,CIBADAK
16,BANTEN,2905119,CIBEBER
16,BANTEN,2905119,CILOGRANG
16,BANTEN,2905119,WANASALAM
16,BANTEN,2905119,SOBANG
16,BANTEN,2905119,CURUG BITUNG
16,BANTEN,2905119,KALANGANYAR
16,BANTEN,2905119,LEBAKGEDONG
16,BANTEN,2905119,CIHARA
16,BANTEN,2905119,CIRINTEN
16,BANTEN,2905119,CIGEMLONG
16,BANTEN,2905119,BALARAJA
16,BANTEN,2905119,JAYANTI
16,BANTEN,2905119,TIGARAKSA
16,BANTEN,2905119,JAMBE
16,BANTEN,2905119,CISOKA
16,BANTEN,2905119,KRESEK
16,BANTEN,2905119,KRONJO
16,BANTEN,2905119,MAUK
16,BANTEN,2905119,KEMIRI
16,BANTEN,2905119,SUKADIRI
16,BANTEN,2905119,RAJEG
16,BANTEN,2905119,PASAR KEMIS
16,BANTEN,2905119,TELUKNAGA
16,BANTEN,2905119,KOSAMBI
16,BANTEN,2905119,PAKUHAJI
16,BANTEN,2905119,SEPATAN
16,BANTEN,2905119,CURUG
16,BANTEN,2905119,CIKUPA
16,BANTEN,2905119,PANONGAN
16,BANTEN,2905119,LEGOK
16,BANTEN,2905119,PAGEDANGAN
16,BANTEN,2905119,CISAUK
16,BANTEN,2905119,SUKAMULYA
16,BANTEN,2905119,KELAPA DUA
16,BANTEN,2905119,SINDANG JAYA
16,BANTEN,2905119,SEPATAN TIMUR
16,BANTEN,2905119,SOLEAR
16,BANTEN,2905119,GUNUNG KALER
16,BANTEN,2905119,MEKAR BARU
16,BANTEN,2905119,KRAMATWATU
16,BANTEN,2905119,WARINGINKURUNG
16,BANTEN,2905119,BOJONEGARA
16,BANTEN,2905119,PULO AMPEL
16,BANTEN,2905119,CIRUAS
16,BANTEN,2905119,KRAGILAN
16,BANTEN,2905119,PONTANG
16,BANTEN,2905119,TIRTAYASA
16,BANTEN,2905119,TANARA
16,BANTEN,2905119,CIKANDE
16,BANTEN,2905119,KIBIN
16,BANTEN,2905119,CARENANG
16,BANTEN,2905119,BINUANG
16,BANTEN,2905119,PETIR
16,BANTEN,2905119,TUNJUNG TEJA
16,BANTEN,2905119,BAROS
16,BANTEN,2905119,CIKEUSAL
16,BANTEN,2905119,PAMARAYAN
16,BANTEN,2905119,KOPO
16,BANTEN,2905119,JAWILAN
16,BANTEN,2905119,CIOMAS
16,BANTEN,2905119,PABUARAN
16,BANTEN,2905119,PADARINCANG
16,BANTEN,2905119,ANYAR
16,BANTEN,2905119,CINANGKA
16,BANTEN,2905119,MANCAK
16,BANTEN,2905119,GUNUNG SARI
16,BANTEN,2905119,BANDUNG
16,BANTEN,2905119,LEBAK WANGI
16,BANTEN,2905119,TANGERANG
16,BANTEN,2905119,JATIUWUNG
16,BANTEN,2905119,BATUCEPER
16,BANTEN,2905119,BENDA
16,BANTEN,2905119,CIPONDOH
16,BANTEN,2905119,CILEDUG
16,BANTEN,2905119,KARAWACI
16,BANTEN,2905119,PERIUK
16,BANTEN,2905119,CIBODAS
16,BANTEN,2905119,NEGLASARI
16,BANTEN,2905119,PINANG
16,BANTEN,2905119,KARANG TENGAH
16,BANTEN,2905119,LARANGAN
16,BANTEN,2905119,CIBEBER
16,BANTEN,2905119,CILEGON
16,BANTEN,2905119,PULOMERAK
16,BANTEN,2905119,CIWANDAN
16,BANTEN,2905119,JOMBANG
16,BANTEN,2905119,GEROGOL
16,BANTEN,2905119,PURWAKARTA
16,BANTEN,2905119,CITANGKIL
16,BANTEN,2905119,SERANG
16,BANTEN,2905119,KASEMEN
16,BANTEN,2905119,WALANTAKA
16,BANTEN,2905119,CURUG
16,BANTEN,2905119,CIPOCOK JAYA
16,BANTEN,2905119,TAKTAKAN
16,BANTEN,2905119,SERPONG
16,BANTEN,2905119,SERPONG UTARA
16,BANTEN,2905119,PONDOK AREN
16,BANTEN,2905119,CIPUTAT
16,BANTEN,2905119,CIPUTAT TIMUR
16,BANTEN,2905119,PAMULANG
16,BANTEN,2905119,SETU
17,BALI,2996561,NEGARA
17,BALI,2996561,MENDOYO
17,BALI,2996561,PEKUTATAN
17,BALI,2996561,MELAYA
17,BALI,2996561,JEMBRANA
17,BALI,2996561,SELEMADEG
17,BALI,2996561,SALAMADEG TIMUR
17,BALI,2996561,SALEMADEG BARAT
17,BALI,2996561,KERAMBITAN
17,BALI,2996561,TABANAN
17,BALI,2996561,KEDIRI
17,BALI,2996561,MARGA
17,BALI,2996561,PENEBEL
17,BALI,2996561,BATURITI
17,BALI,2996561,PUPUAN
17,BALI,2996561,KUTA
17,BALI,2996561,MENGWI
17,BALI,2996561,ABIANSEMAL
17,BALI,2996561,PETANG
17,BALI,2996561,KUTA SELATAN
17,BALI,2996561,KUTA UTARA
17,BALI,2996561,SUKAWATI
17,BALI,2996561,BLAHBATUH
17,BALI,2996561,GIANYAR
17,BALI,2996561,TAMPAKSIRING
17,BALI,2996561,UBUD
17,BALI,2996561,TEGALLALANG
17,BALI,2996561,PAYANGAN
17,BALI,2996561,NUSA PENIDA
17,BALI,2996561,BANJARANGKAN
17,BALI,2996561,KLUNGKUNG
17,BALI,2996561,DAWAN
17,BALI,2996561,SUSUT
17,BALI,2996561,BANGLI
17,BALI,2996561,TEMBUKU
17,BALI,2996561,KINTAMANI
17,BALI,2996561,RENDANG
17,BALI,2996561,SIDEMEN
17,BALI,2996561,MANGGIS
17,BALI,2996561,KARANGASEM
17,BALI,2996561,ABANG
17,BALI,2996561,BEBANDEM
17,BALI,2996561,SELAT
17,BALI,2996561,KUBU
17,BALI,2996561,GEROKGAK
17,BALI,2996561,SERIRIT
17,BALI,2996561,BUSUNGBIU
17,BALI,2996561,BANJAR
17,BALI,2996561,SUKASADA
17,BALI,2996561,BULELENG
17,BALI,2996561,SAWAN
17,BALI,2996561,KUBUTAMBAHAN
17,BALI,2996561,TEJAKULA
17,BALI,2996561,DENPASAR SELATAN
17,BALI,2996561,DENPASAR TIMUR
17,BALI,2996561,DENPASAR BARAT
17,BALI,2996561,DENPASAR UTARA
18,NUSA TENGGARA BARAT,2602931,GERUNG
18,NUSA TENGGARA BARAT,2602931,KEDIRI
18,NUSA TENGGARA BARAT,2602931,NARMADA
18,NUSA TENGGARA BARAT,2602931,SEKOTONG
18,NUSA TENGGARA BARAT,2602931,LABUAPI
18,NUSA TENGGARA BARAT,2602931,GUNUNGSARI
18,NUSA TENGGARA BARAT,2602931,LINGSAR
18,NUSA TENGGARA BARAT,2602931,LEMBAR
18,NUSA TENGGARA BARAT,2602931,BATU LAYAR
18,NUSA TENGGARA BARAT,2602931,KURIPAN
18,NUSA TENGGARA BARAT,2602931,PRAYA
18,NUSA TENGGARA BARAT,2602931,JONGGAT
18,NUSA TENGGARA BARAT,2602931,BATUKLIANG
18,NUSA TENGGARA BARAT,2602931,PUJUT
18,NUSA TENGGARA BARAT,2602931,PRAYA BARAT
18,NUSA TENGGARA BARAT,2602931,PRAYA TIMUR
18,NUSA TENGGARA BARAT,2602931,JANAPRIA
18,NUSA TENGGARA BARAT,2602931,PRINGGARATA
18,NUSA TENGGARA BARAT,2602931,KOPANG
18,NUSA TENGGARA BARAT,2602931,PRAYA TENGAH
18,NUSA TENGGARA BARAT,2602931,PRAYA BARAT DAYA
18,NUSA TENGGARA BARAT,2602931,BATUKLIANG UTARA
18,NUSA TENGGARA BARAT,2602931,KERUAK
18,NUSA TENGGARA BARAT,2602931,SAKRA
18,NUSA TENGGARA BARAT,2602931,TERARA
18,NUSA TENGGARA BARAT,2602931,SIKUR
18,NUSA TENGGARA BARAT,2602931,MASBAGIK
18,NUSA TENGGARA BARAT,2602931,SUKAMULIA
18,NUSA TENGGARA BARAT,2602931,SELONG
18,NUSA TENGGARA BARAT,2602931,PRINGGABAYA
18,NUSA TENGGARA BARAT,2602931,AIKMEL
18,NUSA TENGGARA BARAT,2602931,SAMBELIA
18,NUSA TENGGARA BARAT,2602931,MONTONG GADING
18,NUSA TENGGARA BARAT,2602931,PRINGGASELA
18,NUSA TENGGARA BARAT,2602931,SURALAGA
18,NUSA TENGGARA BARAT,2602931,WANASABA
18,NUSA TENGGARA BARAT,2602931,SEMBALUN
18,NUSA TENGGARA BARAT,2602931,SUWELA
18,NUSA TENGGARA BARAT,2602931,LABUHAN HAJI
18,NUSA TENGGARA BARAT,2602931,SAKRA TIMUR
18,NUSA TENGGARA BARAT,2602931,SAKRA BARAT
18,NUSA TENGGARA BARAT,2602931,JEROWARU
18,NUSA TENGGARA BARAT,2602931,LENEK
18,NUSA TENGGARA BARAT,2602931,LUNYUK
18,NUSA TENGGARA BARAT,2602931,ALAS
18,NUSA TENGGARA BARAT,2602931,UTAN
18,NUSA TENGGARA BARAT,2602931,BATU LANTEH
18,NUSA TENGGARA BARAT,2602931,SUMBAWA
18,NUSA TENGGARA BARAT,2602931,MOYO HILIR
18,NUSA TENGGARA BARAT,2602931,MOYO HULU
18,NUSA TENGGARA BARAT,2602931,ROPANG
18,NUSA TENGGARA BARAT,2602931,LAPE
18,NUSA TENGGARA BARAT,2602931,PLAMPANG
18,NUSA TENGGARA BARAT,2602931,EMPANG
18,NUSA TENGGARA BARAT,2602931,ALAS BARAT
18,NUSA TENGGARA BARAT,2602931,LABUHAN BADAS
18,NUSA TENGGARA BARAT,2602931,LABANGKA
18,NUSA TENGGARA BARAT,2602931,BUER
18,NUSA TENGGARA BARAT,2602931,RHEE
18,NUSA TENGGARA BARAT,2602931,UNTER IWES
18,NUSA TENGGARA BARAT,2602931,MOYO UTARA
18,NUSA TENGGARA BARAT,2602931,MARONGE
18,NUSA TENGGARA BARAT,2602931,TARANO
18,NUSA TENGGARA BARAT,2602931,LOPOK
18,NUSA TENGGARA BARAT,2602931,LENANGGUAR
18,NUSA TENGGARA BARAT,2602931,ORONG TELU
18,NUSA TENGGARA BARAT,2602931,LANTUNG
18,NUSA TENGGARA BARAT,2602931,DOMPU
18,NUSA TENGGARA BARAT,2602931,KEMPO
18,NUSA TENGGARA BARAT,2602931,HU'U
18,NUSA TENGGARA BARAT,2602931,KILO
18,NUSA TENGGARA BARAT,2602931,WOJA
18,NUSA TENGGARA BARAT,2602931,PEKAT
18,NUSA TENGGARA BARAT,2602931,MANGGALEWA
18,NUSA TENGGARA BARAT,2602931,PAJO
18,NUSA TENGGARA BARAT,2602931,MONTA
18,NUSA TENGGARA BARAT,2602931,BOLO
18,NUSA TENGGARA BARAT,2602931,WOHA
18,NUSA TENGGARA BARAT,2602931,BELO
18,NUSA TENGGARA BARAT,2602931,WAWO
18,NUSA TENGGARA BARAT,2602931,SAPE
18,NUSA TENGGARA BARAT,2602931,WERA
18,NUSA TENGGARA BARAT,2602931,DONGGO
18,NUSA TENGGARA BARAT,2602931,SANGGAR
18,NUSA TENGGARA BARAT,2602931,AMBALAWI
18,NUSA TENGGARA BARAT,2602931,LANGGUDU
18,NUSA TENGGARA BARAT,2602931,LAMBU
18,NUSA TENGGARA BARAT,2602931,MADAPANGGA
18,NUSA TENGGARA BARAT,2602931,TAMBORA
18,NUSA TENGGARA BARAT,2602931,SOROMANDI
18,NUSA TENGGARA BARAT,2602931,PARADO
18,NUSA TENGGARA BARAT,2602931,LAMBITU
18,NUSA TENGGARA BARAT,2602931,PALIBELO
18,NUSA TENGGARA BARAT,2602931,JEREWEH
18,NUSA TENGGARA BARAT,2602931,TALIWANG
18,NUSA TENGGARA BARAT,2602931,SETELUK
18,NUSA TENGGARA BARAT,2602931,SEKONGKANG
18,NUSA TENGGARA BARAT,2602931,BRANG REA
18,NUSA TENGGARA BARAT,2602931,POTO TANO
18,NUSA TENGGARA BARAT,2602931,BRANG ENE
18,NUSA TENGGARA BARAT,2602931,MALUK
18,NUSA TENGGARA BARAT,2602931,TANJUNG
18,NUSA TENGGARA BARAT,2602931,GANGGA
18,NUSA TENGGARA BARAT,2602931,KAYANGAN
18,NUSA TENGGARA BARAT,2602931,BAYAN
18,NUSA TENGGARA BARAT,2602931,PEMENANG
18,NUSA TENGGARA BARAT,2602931,AMPENAN
18,NUSA TENGGARA BARAT,2602931,MATARAM
18,NUSA TENGGARA BARAT,2602931,CAKRANEGARA
18,NUSA TENGGARA BARAT,2602931,SEKARBELA
18,NUSA TENGGARA BARAT,2602931,SELAPRANG
18,NUSA TENGGARA BARAT,2602931,SANDUBAYA
18,NUSA TENGGARA BARAT,2602931,RASANAE BARAT
18,NUSA TENGGARA BARAT,2602931,RASANAE TIMUR
18,NUSA TENGGARA BARAT,2602931,ASAKOTA
18,NUSA TENGGARA BARAT,2602931,RABA
18,NUSA TENGGARA BARAT,2602931,MPUNDA
19,NUSA TENGGARA TIMUR,2328969,SEMAU
19,NUSA TENGGARA TIMUR,2328969,KUPANG BARAT
19,NUSA TENGGARA TIMUR,2328969,KUPANG TIMUR
19,NUSA TENGGARA TIMUR,2328969,SULAMU
19,NUSA TENGGARA TIMUR,2328969,KUPANG TENGAH
19,NUSA TENGGARA TIMUR,2328969,AMARASI
19,NUSA TENGGARA TIMUR,2328969,FATULEU
19,NUSA TENGGARA TIMUR,2328969,TAKARI
19,NUSA TENGGARA TIMUR,2328969,AMFOANG SELATAN
19,NUSA TENGGARA TIMUR,2328969,AMFOANG UTARA
19,NUSA TENGGARA TIMUR,2328969,NEKAMESE
19,NUSA TENGGARA TIMUR,2328969,AMARASI BARAT
19,NUSA TENGGARA TIMUR,2328969,AMARASI SELATAN
19,NUSA TENGGARA TIMUR,2328969,AMARASI TIMUR
19,NUSA TENGGARA TIMUR,2328969,AMABI OEFETO TIMUR
19,NUSA TENGGARA TIMUR,2328969,AMFOANG BARAT DAYA
19,NUSA TENGGARA TIMUR,2328969,AMFOANG BARAT LAUT
19,NUSA TENGGARA TIMUR,2328969,SEMAU SELATAN
19,NUSA TENGGARA TIMUR,2328969,TAEBENU
19,NUSA TENGGARA TIMUR,2328969,AMABI OEFETO
19,NUSA TENGGARA TIMUR,2328969,AMFOANG TIMUR
19,NUSA TENGGARA TIMUR,2328969,FATULEU BARAT
19,NUSA TENGGARA TIMUR,2328969,FATULEU TENGAH
19,NUSA TENGGARA TIMUR,2328969,AMFOANG TENGAH
19,NUSA TENGGARA TIMUR,2328969,KOTA SOE
19,NUSA TENGGARA TIMUR,2328969,MOLLO SELATAN
19,NUSA TENGGARA TIMUR,2328969,MOLLO UTARA
19,NUSA TENGGARA TIMUR,2328969,AMANUBAN TIMUR
19,NUSA TENGGARA TIMUR,2328969,AMANUBAN TENGAH
19,NUSA TENGGARA TIMUR,2328969,AMANUBAN SELATAN
19,NUSA TENGGARA TIMUR,2328969,AMANUBAN BARAT
19,NUSA TENGGARA TIMUR,2328969,AMANATUN SELATAN
19,NUSA TENGGARA TIMUR,2328969,AMANATUN UTARA
19,NUSA TENGGARA TIMUR,2328969,KI'E
19,NUSA TENGGARA TIMUR,2328969,KUANFATU
19,NUSA TENGGARA TIMUR,2328969,FATUMNASI
19,NUSA TENGGARA TIMUR,2328969,POLEN
19,NUSA TENGGARA TIMUR,2328969,BATU PUTIH
19,NUSA TENGGARA TIMUR,2328969,BOKING
19,NUSA TENGGARA TIMUR,2328969,TOIANAS
19,NUSA TENGGARA TIMUR,2328969,NUNKOLO
19,NUSA TENGGARA TIMUR,2328969,OENINO
19,NUSA TENGGARA TIMUR,2328969,KOLBANO
19,NUSA TENGGARA TIMUR,2328969,KOT OLIN
19,NUSA TENGGARA TIMUR,2328969,KUALIN
19,NUSA TENGGARA TIMUR,2328969,MOLLO BARAT
19,NUSA TENGGARA TIMUR,2328969,KOK BAUN
19,NUSA TENGGARA TIMUR,2328969,NOEBANA
19,NUSA TENGGARA TIMUR,2328969,SANTIAN
19,NUSA TENGGARA TIMUR,2328969,NOEBEBA
19,NUSA TENGGARA TIMUR,2328969,KUATNANA
19,NUSA TENGGARA TIMUR,2328969,FAUTMOLO
19,NUSA TENGGARA TIMUR,2328969,FATUKOPA
19,NUSA TENGGARA TIMUR,2328969,MOLLO TENGAH
19,NUSA TENGGARA TIMUR,2328969,TOBU
19,NUSA TENGGARA TIMUR,2328969,NUNBENA
19,NUSA TENGGARA TIMUR,2328969,MIOMAFO TIMUR
19,NUSA TENGGARA TIMUR,2328969,MIOMAFO BARAT
19,NUSA TENGGARA TIMUR,2328969,BIBOKI SELATAN
19,NUSA TENGGARA TIMUR,2328969,NOEMUTI
19,NUSA TENGGARA TIMUR,2328969,KOTA KEFAMENANU
19,NUSA TENGGARA TIMUR,2328969,BIBOKI UTARA
19,NUSA TENGGARA TIMUR,2328969,BIBOKI ANLEU
19,NUSA TENGGARA TIMUR,2328969,INSANA
19,NUSA TENGGARA TIMUR,2328969,INSANA UTARA
19,NUSA TENGGARA TIMUR,2328969,NOEMUTI TIMUR
19,NUSA TENGGARA TIMUR,2328969,MIOMAFFO TENGAH
19,NUSA TENGGARA TIMUR,2328969,MUSI
19,NUSA TENGGARA TIMUR,2328969,MUTIS
19,NUSA TENGGARA TIMUR,2328969,BIKOMI SELATAN
19,NUSA TENGGARA TIMUR,2328969,BIKOMI TENGAH
19,NUSA TENGGARA TIMUR,2328969,BIKOMI NILULAT
19,NUSA TENGGARA TIMUR,2328969,BIKOMI UTARA
19,NUSA TENGGARA TIMUR,2328969,NAIBENU
19,NUSA TENGGARA TIMUR,2328969,INSANA FAFINESU
19,NUSA TENGGARA TIMUR,2328969,INSANA BARAT
19,NUSA TENGGARA TIMUR,2328969,INSANA TENGAH
19,NUSA TENGGARA TIMUR,2328969,BIBOKI TAN PAH
19,NUSA TENGGARA TIMUR,2328969,BIBOKI MOENLEU
19,NUSA TENGGARA TIMUR,2328969,BIBOKI FEOTLEU
19,NUSA TENGGARA TIMUR,2328969,LAMAKNEN
19,NUSA TENGGARA TIMUR,2328969,TASIFETOTIMUR
19,NUSA TENGGARA TIMUR,2328969,RAIHAT
19,NUSA TENGGARA TIMUR,2328969,TASIFETO BARAT
19,NUSA TENGGARA TIMUR,2328969,KAKULUK MESAK
19,NUSA TENGGARA TIMUR,2328969,KOTA ATAMBUA
19,NUSA TENGGARA TIMUR,2328969,RAIMANUK
19,NUSA TENGGARA TIMUR,2328969,LASIOLAT
19,NUSA TENGGARA TIMUR,2328969,LAMAKNEN SELATAN
19,NUSA TENGGARA TIMUR,2328969,ATAMBUA BARAT
19,NUSA TENGGARA TIMUR,2328969,ATAMBUA SELATAN
19,NUSA TENGGARA TIMUR,2328969,NANAET DUABESI
19,NUSA TENGGARA TIMUR,2328969,TELUK MUTIARA
19,NUSA TENGGARA TIMUR,2328969,ALOR BARAT LAUT
19,NUSA TENGGARA TIMUR,2328969,ALOR BARAT DAYA
19,NUSA TENGGARA TIMUR,2328969,ALOR SELATAN
19,NUSA TENGGARA TIMUR,2328969,ALOR TIMUR
19,NUSA TENGGARA TIMUR,2328969,PANTAR
19,NUSA TENGGARA TIMUR,2328969,ALOR TENGAH UTARA
19,NUSA TENGGARA TIMUR,2328969,ALOR TIMUR LAUT
19,NUSA TENGGARA TIMUR,2328969,PANTAR BARAT
19,NUSA TENGGARA TIMUR,2328969,KABOLA
19,NUSA TENGGARA TIMUR,2328969,PULAU PURA
19,NUSA TENGGARA TIMUR,2328969,MATARU
19,NUSA TENGGARA TIMUR,2328969,PUREMAN
19,NUSA TENGGARA TIMUR,2328969,PANTAR TIMUR
19,NUSA TENGGARA TIMUR,2328969,LEMBUR
19,NUSA TENGGARA TIMUR,2328969,PANTAR TENGAH
19,NUSA TENGGARA TIMUR,2328969,PANTAR BARU LAUT
19,NUSA TENGGARA TIMUR,2328969,WULANGGITANG
19,NUSA TENGGARA TIMUR,2328969,TITEHENA
19,NUSA TENGGARA TIMUR,2328969,LARANTUKA
19,NUSA TENGGARA TIMUR,2328969,ILE MANDIRI
19,NUSA TENGGARA TIMUR,2328969,TANJUNG BUNGA
19,NUSA TENGGARA TIMUR,2328969,SOLOR BARAT
19,NUSA TENGGARA TIMUR,2328969,SOLOR TIMUR
19,NUSA TENGGARA TIMUR,2328969,ADONARA BARAT
19,NUSA TENGGARA TIMUR,2328969,WOTAN ULUMANDO
19,NUSA TENGGARA TIMUR,2328969,ADONARA TIMUR
19,NUSA TENGGARA TIMUR,2328969,KELUBAGOLIT
19,NUSA TENGGARA TIMUR,2328969,WITIHAMA
19,NUSA TENGGARA TIMUR,2328969,ILE BOLENG
19,NUSA TENGGARA TIMUR,2328969,DEMON PAGONG
19,NUSA TENGGARA TIMUR,2328969,LEWOLEMA
19,NUSA TENGGARA TIMUR,2328969,ILE BURA
19,NUSA TENGGARA TIMUR,2328969,ADONARA
19,NUSA TENGGARA TIMUR,2328969,ADONARA TENGAH
19,NUSA TENGGARA TIMUR,2328969,SOLOR SELATAN
19,NUSA TENGGARA TIMUR,2328969,PAGA
19,NUSA TENGGARA TIMUR,2328969,MEGO
19,NUSA TENGGARA TIMUR,2328969,LELA
19,NUSA TENGGARA TIMUR,2328969,NITA
19,NUSA TENGGARA TIMUR,2328969,ALOK
19,NUSA TENGGARA TIMUR,2328969,PALUE
19,NUSA TENGGARA TIMUR,2328969,NELLE
19,NUSA TENGGARA TIMUR,2328969,TALIBURA
19,NUSA TENGGARA TIMUR,2328969,WAIGETE
19,NUSA TENGGARA TIMUR,2328969,KEWAPANTE
19,NUSA TENGGARA TIMUR,2328969,BOLA
19,NUSA TENGGARA TIMUR,2328969,MAGEPANDA
19,NUSA TENGGARA TIMUR,2328969,WAIBLAMA
19,NUSA TENGGARA TIMUR,2328969,ALOK BARAT
19,NUSA TENGGARA TIMUR,2328969,ALOK TIMUR
19,NUSA TENGGARA TIMUR,2328969,KOTING
19,NUSA TENGGARA TIMUR,2328969,TANA WAWO
19,NUSA TENGGARA TIMUR,2328969,HEWOKLOANG
19,NUSA TENGGARA TIMUR,2328969,KANGAE
19,NUSA TENGGARA TIMUR,2328969,DORENG
19,NUSA TENGGARA TIMUR,2328969,MAPITARA
19,NUSA TENGGARA TIMUR,2328969,NANGAPANDA
19,NUSA TENGGARA TIMUR,2328969,PULAU ENDE
19,NUSA TENGGARA TIMUR,2328969,ENDE
19,NUSA TENGGARA TIMUR,2328969,ENDE SELATAN
19,NUSA TENGGARA TIMUR,2328969,NDONA
19,NUSA TENGGARA TIMUR,2328969,DETUSOKO
19,NUSA TENGGARA TIMUR,2328969,WEWARIA
19,NUSA TENGGARA TIMUR,2328969,WOLOWARU
19,NUSA TENGGARA TIMUR,2328969,WOLOJITA
19,NUSA TENGGARA TIMUR,2328969,MAUROLE
19,NUSA TENGGARA TIMUR,2328969,MAUKARO
19,NUSA TENGGARA TIMUR,2328969,LIO TIMUR
19,NUSA TENGGARA TIMUR,2328969,KOTA BARU
19,NUSA TENGGARA TIMUR,2328969,KELIMUTU
19,NUSA TENGGARA TIMUR,2328969,DETUKELI
19,NUSA TENGGARA TIMUR,2328969,NDONA TIMUR
19,NUSA TENGGARA TIMUR,2328969,NDORI
19,NUSA TENGGARA TIMUR,2328969,ENDE UTARA
19,NUSA TENGGARA TIMUR,2328969,ENDE TENGAH
19,NUSA TENGGARA TIMUR,2328969,ENDE TIMUR
19,NUSA TENGGARA TIMUR,2328969,LEPEMBUSU KELISOKE
19,NUSA TENGGARA TIMUR,2328969,AIMERE
19,NUSA TENGGARA TIMUR,2328969,GOLEWA
19,NUSA TENGGARA TIMUR,2328969,BAJAWA
19,NUSA TENGGARA TIMUR,2328969,SOA
19,NUSA TENGGARA TIMUR,2328969,RIUNG
19,NUSA TENGGARA TIMUR,2328969,JEREBUU
19,NUSA TENGGARA TIMUR,2328969,RIUNG BARAT
19,NUSA TENGGARA TIMUR,2328969,BAJAWA UTARA
19,NUSA TENGGARA TIMUR,2328969,WOLOMEZE
19,NUSA TENGGARA TIMUR,2328969,GOLEWA SELATAN
19,NUSA TENGGARA TIMUR,2328969,GOLEWA BARAT
19,NUSA TENGGARA TIMUR,2328969,INERIE
19,NUSA TENGGARA TIMUR,2328969,WAE RII
19,NUSA TENGGARA TIMUR,2328969,RUTENG
19,NUSA TENGGARA TIMUR,2328969,SATAR MESE
19,NUSA TENGGARA TIMUR,2328969,CIBAL
19,NUSA TENGGARA TIMUR,2328969,REOK
19,NUSA TENGGARA TIMUR,2328969,LANGKE REMBONG
19,NUSA TENGGARA TIMUR,2328969,SATAR MESE BARAT
19,NUSA TENGGARA TIMUR,2328969,RAHONG UTARA
19,NUSA TENGGARA TIMUR,2328969,LELAK
19,NUSA TENGGARA TIMUR,2328969,REOK BARAT
19,NUSA TENGGARA TIMUR,2328969,CIBAL BARAT
19,NUSA TENGGARA TIMUR,2328969,SATAR MESE UTARA
19,NUSA TENGGARA TIMUR,2328969,KOTA WAINGAPU
19,NUSA TENGGARA TIMUR,2328969,HAHARU
19,NUSA TENGGARA TIMUR,2328969,LEWA
19,NUSA TENGGARA TIMUR,2328969,NGGAHA ORI ANGU
19,NUSA TENGGARA TIMUR,2328969,TABUNDUNG
19,NUSA TENGGARA TIMUR,2328969,PINU PAHAR
19,NUSA TENGGARA TIMUR,2328969,PANDAWAI
19,NUSA TENGGARA TIMUR,2328969,UMALULU
19,NUSA TENGGARA TIMUR,2328969,RINDI
19,NUSA TENGGARA TIMUR,2328969,PAHUNGA LODU
19,NUSA TENGGARA TIMUR,2328969,WULLA WAIJELU
19,NUSA TENGGARA TIMUR,2328969,PABERIWAI
19,NUSA TENGGARA TIMUR,2328969,KARERA
19,NUSA TENGGARA TIMUR,2328969,KAHAUNGU ETI
19,NUSA TENGGARA TIMUR,2328969,MATAWAI LA PAWU
19,NUSA TENGGARA TIMUR,2328969,KAMBERA
19,NUSA TENGGARA TIMUR,2328969,KAMBATA MAPAMBUHANG
19,NUSA TENGGARA TIMUR,2328969,LEWA TIDAHU
19,NUSA TENGGARA TIMUR,2328969,KATALA HAMU LINGU
19,NUSA TENGGARA TIMUR,2328969,KANATANG
19,NUSA TENGGARA TIMUR,2328969,NGADU NGALA
19,NUSA TENGGARA TIMUR,2328969,MAHU
19,NUSA TENGGARA TIMUR,2328969,TANA RIGHU
19,NUSA TENGGARA TIMUR,2328969,LOLI
19,NUSA TENGGARA TIMUR,2328969,WANOKAKA
19,NUSA TENGGARA TIMUR,2328969,LAMBOYA
19,NUSA TENGGARA TIMUR,2328969,KOTA WAIKABUBAK
19,NUSA TENGGARA TIMUR,2328969,LABOYA BARAT
19,NUSA TENGGARA TIMUR,2328969,NAGA WUTUNG
19,NUSA TENGGARA TIMUR,2328969,ATADEI
19,NUSA TENGGARA TIMUR,2328969,ILE APE
19,NUSA TENGGARA TIMUR,2328969,LEBATUKAN
19,NUSA TENGGARA TIMUR,2328969,NUBATUKAN
19,NUSA TENGGARA TIMUR,2328969,OMESURI
19,NUSA TENGGARA TIMUR,2328969,BUYASURI
19,NUSA TENGGARA TIMUR,2328969,WULANDONI
19,NUSA TENGGARA TIMUR,2328969,ILE APE TIMUR
19,NUSA TENGGARA TIMUR,2328969,ROTE BARAT DAYA
19,NUSA TENGGARA TIMUR,2328969,ROTE BARAT LAUT
19,NUSA TENGGARA TIMUR,2328969,LOBALAIN
19,NUSA TENGGARA TIMUR,2328969,ROTE TENGAH
